Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
       16   16.0000       3.62976       3.62976       3.62976      0.204326      0.723814E-02  0.185987E-02   5.92937       24.3034      -1.97181       27.2097       0.00000      -329.424       16.0500      0.500000      0.944383       4.61291      -1.13683       0.00000       0.00000       0.00000       0.00000    
       17   17.0000       3.67369       3.67369       3.67369       0.00000      0.860920E-04  0.704301E-03  -23.2592      0.446145E-01  0.246138E-01   28.7588       0.00000      -329.633       16.0500      0.500000       1.02349       4.59498     -0.982959       0.00000       0.00000       0.00000       0.00000    
       18   18.0000       3.68200       3.68200       3.68200      0.306576      0.108592E-01  0.188286E-02   23.9563       23.1239       6.38662       14.0173       0.00000      -329.673       16.0500      0.500000       1.07359       4.58374     -0.917206       0.00000       0.00000       0.00000       0.00000    
       19   19.0000       3.73185       3.73185       3.73185       0.00000      0.752371E-04   0.00000      -45.6586      0.290183E-01  0.536261E-02   39.5442       0.00000      -329.910       16.0500      0.500000       1.15335       4.56595     -0.789736       0.00000       0.00000       0.00000       0.00000    
       20   20.0000       3.71822       3.72502       3.73185      0.298960      0.105887E-01  0.309852E-03   86.4119       45.2125       30.7054       4.29106       0.00000      -329.846      0.341035E-01  0.500000       1.18964       4.55794     -0.758298       0.00000       0.00000       0.00000       0.00000    
       21   21.0000       3.84225       3.84225       3.84225       0.00000      0.733862E-04   0.00000      -48.0142      0.237489E-01 -0.471671E-02   39.5196       0.00000      -330.437       16.0500      0.500000       1.32172       4.52893     -0.567337       0.00000       0.00000       0.00000       0.00000    
       22   22.0000       3.82197       3.83209       3.84225      0.372882E-01  0.132043E-02   0.00000      -68.1176      -9.65756      -9.16030       34.0181       0.00000      -330.340      0.382834E-01  0.500000       1.34957       4.52292     -0.550765       0.00000       0.00000       0.00000       0.00000    
       23   23.0000       3.78909       3.78909       3.78909      0.626175E-01  0.221751E-02   0.00000      -39.6856      -6.29077      -7.26843       25.6181       0.00000      -330.183       16.0500      0.500000       1.27801       4.53830     -0.640170       0.00000       0.00000       0.00000       0.00000    
       24   24.0000       3.77118       3.77188       3.78909      0.881149E-01  0.312058E-02   0.00000      -56.3768      -12.5333      -13.0710       27.4067       0.00000      -330.098       14.7962      0.500000       1.30831       4.53173     -0.619855       0.00000       0.00000       0.00000       0.00000    
       25   25.0000       3.73207       3.73554       3.78909      0.828867E-01  0.293564E-02   0.00000      -50.9858      -3.91699      -9.91371       34.7067       0.00000      -329.912       14.0966      0.500000       1.33756       4.52541     -0.601142       0.00000       0.00000       0.00000       0.00000    
       26   26.0000       3.70835       3.71545       3.78909       0.00000      0.921273E-04  0.126949E-02 -0.147581      0.370108E-01  0.208494E-01   17.6335       0.00000      -329.799       13.2274      0.500000       1.36583       4.51932     -0.583832       0.00000       0.00000       0.00000       0.00000    
       27   27.0000       3.73760       3.73861       3.79935      0.206608      0.731746E-02  0.184476E-02   20.6333       22.3433       2.94076       26.0093       0.00000      -329.938       15.5374      0.510246       1.40387       4.51117     -0.553684       0.00000       0.00000       0.00000       0.00000    
       28   28.0000       3.79910       3.79910       3.79910      0.305895      0.108326E-01  0.102631E-02  -18.4849       13.1237      -9.62768       32.2391       0.00000      -330.231       16.0500      0.500000       1.42968       4.50567     -0.539685       0.00000       0.00000       0.00000       0.00000    
       29   29.0000       3.81742       3.81742       3.81742      0.121377      0.429818E-02   0.00000      -87.7732      -13.3570      -22.6184       42.2977       0.00000      -330.319       16.0500      0.500000       1.47496       4.49605     -0.502431       0.00000       0.00000       0.00000       0.00000    
       30   30.0000       3.75978       3.75978       3.75978      0.144021      0.510061E-02   0.00000      -90.3914      -14.3129      -25.1107       43.5827       0.00000      -330.044       16.0500      0.500000       1.43345       4.50481     -0.567566       0.00000       0.00000       0.00000       0.00000    
       31   31.0000       3.70051       3.70051       3.70051      0.126105      0.446661E-02   0.00000      -23.7762      0.294709      -14.8107       24.8003       0.00000      -329.761       16.0500      0.500000       1.39656       4.51264     -0.635022       0.00000       0.00000       0.00000       0.00000    
       32   32.0000       3.70263       3.70263       3.70263       0.00000      0.968389E-04  0.147263E-02  -1.77478      0.387131E-01  0.200098E-01   23.3471       0.00000      -329.771       16.0500      0.500000       1.42650       4.50625     -0.615176       0.00000       0.00000       0.00000       0.00000    
       33   33.0000       3.73107       3.73107       3.73107       0.00000      0.840052E-04  0.146174E-02 -0.883503      0.259617E-01  0.534435E-02   24.2376       0.00000      -329.907       16.0500      0.500000       1.48220       4.49442     -0.562386       0.00000       0.00000       0.00000       0.00000    
       34   34.0000       3.76173       3.76173       3.76173      0.237047      0.839514E-02  0.168315E-02   27.7004       22.2623       9.18130       8.70278       0.00000      -330.053       16.0500      0.500000       1.53993       4.48225     -0.510936       0.00000       0.00000       0.00000       0.00000    
       35   35.0000       3.80904       3.80904       3.80904      0.160361      0.567874E-02  0.887819E-03  -34.4732       10.8547      -8.67486       47.0722       0.00000      -330.279       16.0500      0.500000       1.61644       4.46625     -0.443984       0.00000       0.00000       0.00000       0.00000    
       36   36.0000       3.82576       3.82576       3.82576      0.712399E-01  0.252269E-02   0.00000      -43.4074     -0.202266      -5.22067       46.2211       0.00000      -330.358       16.0500      0.500000       1.65750       4.45776     -0.416380       0.00000       0.00000       0.00000       0.00000    
       37   37.0000       3.82990       3.82990       3.82990      0.225708      0.799251E-02   0.00000      -33.7056      -1.89086      -15.5341       31.5909       0.00000      -330.378       16.0500      0.500000       1.67707       4.45374     -0.406208       0.00000       0.00000       0.00000       0.00000    
       38   38.0000       3.82771       3.82771       3.82771      0.206297      0.730518E-02   0.00000      -75.0114      -7.61092      -30.4872       45.5704       0.00000      -330.368       16.0500      0.500000       1.69339       4.45040     -0.401548       0.00000       0.00000       0.00000       0.00000    
       39   39.0000       3.79049       3.79049       3.79049      0.146963      0.520449E-02   0.00000      -108.559      -18.3299      -36.8816       51.7405       0.00000      -330.190       16.0500      0.500000       1.66430       4.45634     -0.436889       0.00000       0.00000       0.00000       0.00000    
       40   40.0000       3.71822       3.71822       3.71822      0.902016E-01  0.319480E-02   0.00000      -109.594      -15.0662      -24.9122       62.1299       0.00000      -329.846       16.0500      0.500000       1.59513       4.47054     -0.515023       0.00000       0.00000       0.00000       0.00000    
       41   41.0000       3.65705       3.65805       3.71822      0.802960E-01  0.284429E-02   0.00000      -105.025      -14.0640      -20.4410       64.8465       0.00000      -329.554       15.5238      0.500000       1.61761       4.46588     -0.504718       0.00000       0.00000       0.00000       0.00000    
       42   42.0000       3.59754       3.60720       3.71822      0.105120      0.372407E-02   0.00000      -80.6604      -9.99272      -19.2189       57.6980       0.00000      -329.271       13.4815      0.500000       1.63961       4.46133     -0.494921       0.00000       0.00000       0.00000       0.00000    
       43   43.0000       3.56406       3.57840       3.71822      0.929422E-01  0.329284E-02   0.00000      -77.1701      -9.73723      -17.8442       56.8582       0.00000      -329.112       13.0635      0.500000       1.66114       4.45690     -0.485590       0.00000       0.00000       0.00000       0.00000    
       44   44.0000       3.53149       3.55299       3.71822      0.812489E-01  0.287874E-02   0.00000      -50.7647      -3.04999      -11.4266       52.3574       0.00000      -328.957       12.3545      0.500000       1.68224       4.45257     -0.476690       0.00000       0.00000       0.00000       0.00000    
       45   45.0000       3.52894       3.55564       3.71822      0.192983      0.683765E-02  0.156379E-02  -11.8541       6.37914      -4.29953       37.5935       0.00000      -328.945       11.5224      0.500000       1.70291       4.44834     -0.468189       0.00000       0.00000       0.00000       0.00000    
       46   46.0000       3.57989       3.58923       3.73631      0.124808      0.442169E-02   0.00000      -57.1792      -5.29763      -15.8406       54.7086       0.00000      -329.187       14.3878      0.576982       1.74481       4.43979     -0.440282       0.00000       0.00000       0.00000       0.00000    
       47   47.0000       3.57621       3.58663       3.73631      0.121615      0.430859E-02   0.00000      -69.6841      -12.5526      -22.9295       48.6877       0.00000      -329.169       13.9599      0.500000       1.76407       4.43589     -0.433058       0.00000       0.00000       0.00000       0.00000    
       48   48.0000       3.54606       3.56027       3.73631      0.953576E-01  0.337853E-02   0.00000      -85.3977      -14.2451      -19.1972       62.7750       0.00000      -329.026       13.6510      0.500000       1.78299       4.43207     -0.426121       0.00000       0.00000       0.00000       0.00000    
       49   49.0000       3.50768       3.53182       3.73631      0.127150      0.450528E-02   0.00000      -74.9870      -14.1376      -21.8575       55.0081       0.00000      -328.843       12.6604      0.500000       1.80158       4.42832     -0.419452       0.00000       0.00000       0.00000       0.00000    
       50   50.0000       3.47961       3.50675       3.72772      0.786272E-01  0.278612E-02   0.00000      -71.5255      -10.6355      -16.8126       58.0922       0.00000      -328.710       12.8386      0.546840       1.80895       4.42684     -0.422034       0.00000       0.00000       0.00000       0.00000    
       51   51.0000       3.44892       3.49008       3.72772      0.664430E-01  0.235452E-02   0.00000      -68.1075      -8.88851      -13.4346       60.9883       0.00000      -328.564       11.5679      0.528654       1.82722       4.42317     -0.415621       0.00000       0.00000       0.00000       0.00000    
       52   52.0000       3.42582       3.48149       3.72772      0.102790      0.364268E-02   0.00000      -109.704      -18.8286      -26.0475       75.9988       0.00000      -328.454       10.3735      0.521370       1.84520       4.41958     -0.409442       0.00000       0.00000       0.00000       0.00000    
       53   53.0000       3.37601       3.43881       3.71593      0.231562      0.820694E-02   0.00000      -93.9480      -29.3269      -42.8262       36.9925       0.00000      -328.218       10.4865      0.532955       1.84766       4.41909     -0.415581       0.00000       0.00000       0.00000       0.00000    
       54   54.0000       3.33815       3.36634       3.70430      0.146339      0.518688E-02   0.00000      -41.9272      -10.5181      -16.8912       28.5258       0.00000      -328.038       13.9480      0.588010       1.85054       4.41851     -0.421454       0.00000       0.00000       0.00000       0.00000    
       55   55.0000       3.31898       3.34971       3.70430      0.903354E-01  0.320199E-02   0.00000      -71.4296      -6.48463      -15.4331       76.1154       0.00000      -327.947       13.4903      0.500000       1.86846       4.41494     -0.415327       0.00000       0.00000       0.00000       0.00000    
       56   56.0000       3.30356       3.35624       3.70430      0.207508      0.735545E-02   0.00000      -45.8741      -3.10511      -21.9625       54.5633       0.00000      -327.874       11.8300      0.500000       1.88609       4.41144     -0.409414       0.00000       0.00000       0.00000       0.00000    
       57   57.0000       3.34133       3.36791       3.71796      0.101105      0.358356E-02  0.148436E-02  -51.9135      -1.47496      -13.0285       71.8376       0.00000      -328.053       14.0234      0.558869       1.92117       4.40448     -0.390222       0.00000       0.00000       0.00000       0.00000    
       58   58.0000       3.37299       3.39394       3.71652      0.120904      0.428506E-02  0.358280E-03  -63.0638      -3.72899      -19.3139       73.6127       0.00000      -328.203       14.4274      0.603400       1.93593       4.40158     -0.386420       0.00000       0.00000       0.00000       0.00000    
       59   59.0000       3.38852       3.40796       3.70241      0.517567E-01  0.183430E-02  0.174271E-02  -53.3153      0.270888      -9.12589       80.3993       0.00000      -328.277       14.6260      0.698058       1.93354       4.40205     -0.395130       0.00000       0.00000       0.00000       0.00000    
       60   60.0000       3.42989       3.44318       3.69769      0.149782      0.530798E-02   0.00000      -59.8594      -5.52537      -25.4094       63.2888       0.00000      -328.474       14.9409      0.718282       1.94398       4.39999     -0.394507       0.00000       0.00000       0.00000       0.00000    
       61   61.0000       3.43154       3.44808       3.69769      0.138881      0.492164E-02  0.201420E-02  -9.59652       4.60845      -5.93603       43.3878       0.00000      -328.482       14.0546      0.500000       1.96060       4.39673     -0.389348       0.00000       0.00000       0.00000       0.00000    
       62   62.0000       3.48865       3.49189       3.71843      0.853233E-01  0.302335E-02  0.106989E-02  -76.0666      -6.14605      -14.9831       92.1909       0.00000      -328.753       15.6770      0.606485       2.00470       4.38809     -0.364780       0.00000       0.00000       0.00000       0.00000    
       63   63.0000       3.51082       3.51302       3.70731      0.577331E-01  0.204563E-02  0.176112E-02  -65.6067      -1.47348      -10.4152       97.2810       0.00000      -328.858       15.7997      0.718282       2.00485       4.38807     -0.370796       0.00000       0.00000       0.00000       0.00000    
       64   64.0000       3.55410       3.55410       3.55410      0.812115E-01  0.287729E-02  0.181451E-02  -51.4235      0.114749E-01  -12.4677       84.8808       0.00000      -329.064       16.0500      0.500000       1.81014       4.42591     -0.525935       0.00000       0.00000       0.00000       0.00000    
       65   65.0000       3.59765       3.59765       3.59765      0.162126      0.574357E-02  0.888061E-03  -76.6529      -3.07937      -27.7214       91.2103       0.00000      -329.271       16.0500      0.500000       1.87984       4.41195     -0.473024       0.00000       0.00000       0.00000       0.00000    
       66   66.0000       3.61692       3.61692       3.61692      0.148433      0.525828E-02   0.00000      -122.854      -16.3769      -41.8494       103.407       0.00000      -329.363       16.0500      0.500000       1.92180       4.40364     -0.447028       0.00000       0.00000       0.00000       0.00000    
       67   67.0000       3.59257       3.59257       3.59257      0.786586E-01  0.278664E-02   0.00000      -91.6333      -5.48722      -23.4724       104.659       0.00000      -329.247       16.0500      0.500000       1.90934       4.40609     -0.465272       0.00000       0.00000       0.00000       0.00000    
       68   68.0000       3.60986       3.60986       3.60986      0.693875E-01  0.245811E-02  0.140120E-02  -76.1906      -4.20431      -16.6953       101.048       0.00000      -329.329       16.0500      0.500000       1.92768       4.40247     -0.449005       0.00000       0.00000       0.00000       0.00000    
       69   69.0000       3.64229       3.64229       3.64229      0.896734E-01  0.317656E-02  0.165301E-02  -68.3225      -1.74123      -17.3907       103.034       0.00000      -329.484       16.0500      0.500000       1.98589       4.39104     -0.411719       0.00000       0.00000       0.00000       0.00000    
       70   70.0000       3.68731       3.68731       3.68731       0.00000      0.894857E-04  0.206033E-02  -23.5458      0.349276E-01  0.713906E-04   82.2902       0.00000      -329.698       16.0500      0.500000       2.06134       4.37635     -0.365023       0.00000       0.00000       0.00000       0.00000    
       71   71.0000       3.76307       3.76307       3.76307       0.00000      0.754989E-04  0.182244E-02  -15.1369      0.240334E-01 -0.161461E-01   68.9917       0.00000      -330.059       16.0500      0.500000       2.18199       4.35318     -0.295323       0.00000       0.00000       0.00000       0.00000    
       72   72.0000       3.83248       3.83248       3.83248       0.00000      0.755610E-04  0.166501E-02  -30.9832      0.254394E-01 -0.215767E-01   93.4140       0.00000      -330.390       16.0500      0.500000       2.30228       4.33056     -0.236248       0.00000       0.00000       0.00000       0.00000    
       73   73.0000       3.91280       3.91280       3.91280       0.00000      0.710366E-04  0.126922E-02  -29.1901      0.172454E-01 -0.341325E-01   89.7545       0.00000      -330.774       16.0500      0.500000       2.45067       4.30329     -0.173999       0.00000       0.00000       0.00000       0.00000    
       74   74.0000       3.99065       3.99065       3.99065      0.239957      0.849450E-02   0.00000      -5.55883       24.6756      -22.6272       64.7734       0.00000      -331.146       16.0500      0.500000       2.60996       4.27486     -0.118915       0.00000       0.00000       0.00000       0.00000    
       75   75.0000       4.06670       4.06670       4.06670       0.00000      0.112206E-03   0.00000     -0.560914      0.692848E-01  0.408790E-01   63.4232       0.00000      -331.509       16.0500      0.500000       2.78369       4.24489     -0.699039E-01   0.00000       0.00000       0.00000       0.00000    
       76   76.0000       4.16232       4.14736       4.06670      0.385330      0.136362E-01   0.00000       99.5669       61.1733       36.4465       26.5995       0.00000      -331.967       11.0260      0.500000       2.78761       4.24424     -0.695512E-01   0.00000       0.00000       0.00000       0.00000    
       77   77.0000       4.30915       4.30915       4.30915       0.00000      0.875496E-04   0.00000      -3.12018      0.559796E-01 -0.115193E-01   67.2725       0.00000      -332.671       16.0500      0.500000       5.00000       4.00000      0.675192E-01   0.00000       0.00000       0.00000       0.00000    
       78   78.0000       4.39595       4.39129       4.30915       0.00000      0.895556E-04   0.00000      -39.3887      0.355608E-01 -0.274882E-01   118.852       0.00000      -333.087       14.3257      0.500000       5.00000       4.00000      0.675192E-01   0.00000       0.00000       0.00000       0.00000    
       79   79.0000       4.50588       4.49305       4.30915       0.00000      0.101223E-03   0.00000      -26.7530      0.492262E-01 -0.470520E-02   102.208       0.00000      -333.615       13.9566      0.500000       5.00000       4.00000      0.675192E-01   0.00000       0.00000       0.00000       0.00000    
       80   80.0000       4.61445       4.58968       4.30915      0.321726      0.113755E-01   0.00000      -10.5299       34.6765      -13.7926       113.641       0.00000      -334.137       13.4457      0.500000       5.00000       4.00000      0.675192E-01   0.00000       0.00000       0.00000       0.00000    
       81   81.0000       4.72175       4.72175       4.72175      0.253610      0.896525E-02   0.00000       16.6854       26.4288      -5.67577       42.1709       0.00000      -334.654       16.0500      0.500000       5.00000       4.00000      0.157630       0.00000       0.00000       0.00000       0.00000    
       82   82.0000       4.79698       4.79698       4.79698       0.00000      0.781020E-04   0.00000      -20.2016      0.417822E-01 -0.383168E-02   100.472       0.00000      -335.016       16.0500      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       83   83.0000       4.90154       4.89964       4.79698      0.183765      0.649398E-02   0.00000       16.5411       23.4633       1.08967       72.6338       0.00000      -335.521       15.4669      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       84   84.0000       5.02349       5.01372       4.79698       0.00000      0.725983E-04   0.00000      -20.7887      0.377984E-01 -0.423710E-02   97.9512       0.00000      -336.110       14.6654      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       85   85.0000       5.13173       5.11239       4.79698      0.145788      0.514966E-02   0.00000      -19.6332       14.1048      -9.72791       98.0361       0.00000      -336.633       14.1961      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       86   86.0000       5.26122       5.21266       4.79698       0.00000      0.687768E-04   0.00000      -27.5105      0.149440E-01 -0.415378E-01   97.0290       0.00000      -337.260       12.6922      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       87   87.0000       5.36621       5.30154       4.79698      0.222873      0.786897E-02  0.291429E-02  -50.5679      -10.0746      -21.5270       15.8400       0.00000      -337.769       12.4030      0.500000       5.00000       4.00000      0.174061       0.00000       0.00000       0.00000       0.00000    
       88   88.0000       5.29768       5.25681       4.77244      0.406072      0.143391E-01  0.279509E-02  -91.1804      -25.9103      -41.7010       70.3925       0.00000      -337.437       13.7636      0.546258       5.00000       4.00000      0.168700       0.00000       0.00000       0.00000       0.00000    
       89   89.0000       5.25362       5.22995       4.78795      0.360266      0.127226E-01  0.264281E-02  -130.643      -21.5959      -62.3654       122.157       0.00000      -337.223       14.9142      0.718282       5.00000       4.00000      0.172088       0.00000       0.00000       0.00000       0.00000    
       90   90.0000       5.23627       5.21885       4.78830      0.134281      0.474223E-02   0.00000      -75.5336      -6.73802      -29.3966       117.553       0.00000      -337.139       15.1812      0.718282       5.00000       4.00000      0.172165       0.00000       0.00000       0.00000       0.00000    
       91   91.0000       5.36614       5.27248       4.78830      0.142177      0.501985E-02   0.00000      -30.9611      -1.24111      -15.2045       55.7698       0.00000      -337.769       11.3205      0.550019       5.00000       4.00000      0.172165       0.00000       0.00000       0.00000       0.00000    
       92   92.0000       5.40668       5.30406       4.78830      0.199603      0.704684E-02   0.00000      -69.5420      -8.20300      -29.0554       107.281       0.00000      -337.966       11.0933      0.537342       5.00000       4.00000      0.172165       0.00000       0.00000       0.00000       0.00000    
       93   93.0000       5.43456       5.35221       4.79600      0.222509      0.785508E-02   0.00000      -64.2144      -5.16632      -39.6425       98.3871       0.00000      -338.101       12.3514      0.559645       5.00000       4.00000      0.173847       0.00000       0.00000       0.00000       0.00000    
       94   94.0000       5.46186       5.39579       4.80715      0.459484      0.162200E-01   0.00000       96.8617       44.8408       26.0041       64.5836       0.00000      -338.233       13.3578      0.601621       5.00000       4.00000      0.176282       0.00000       0.00000       0.00000       0.00000    
       95   95.0000       5.60249       5.60249       5.60249      0.176831      0.624053E-02   0.00000       2.50415       18.6393       4.37723       114.318       0.00000      -338.917       16.0500      0.500000       5.00000       4.00000      0.349983       0.00000       0.00000       0.00000       0.00000    
       96   96.0000       5.75177       5.75177       5.75177      0.144796      0.510853E-02   0.00000      -55.8697       7.91280      -20.7333       147.703       0.00000      -339.643       16.0500      0.500000       5.00000       4.00000      0.382587       0.00000       0.00000       0.00000       0.00000    
       97   97.0000       5.86898       5.86898       5.86898       0.00000      0.815339E-04   0.00000      -31.9177      0.338624E-01 -0.226699E-01   131.428       0.00000      -340.215       16.0500      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
       98   98.0000       5.99809       5.99600       5.86898       0.00000      0.905764E-04   0.00000      -50.1669      0.375219E-01 -0.305405E-01   173.351       0.00000      -340.845       15.5308      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
       99   99.0000       6.16243       6.15337       5.86898       0.00000      0.862097E-04   0.00000      -53.7946      0.559589E-01 -0.376614E-01   192.566       0.00000      -341.648       15.0590      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      100   100.000       6.35239       6.33071       5.86898       0.00000      0.656323E-04   0.00000      -54.8254      0.573538E-01 -0.184053E-01   196.435       0.00000      -342.579       14.6104      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      101   101.000       6.54922       6.51169       5.86898       0.00000      0.729439E-04   0.00000      -58.1489      0.496551E-01 -0.300770E-01   202.580       0.00000      -343.545       14.2790      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      102   102.000       6.75476       6.69628       5.86898       0.00000      0.732891E-04   0.00000      -60.2332      0.450493E-01 -0.249122E-01   204.767       0.00000      -344.556       13.9307      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      103   103.000       6.96467       6.88101       5.86898       0.00000      0.785450E-04   0.00000      -52.6678      0.241332E-01 -0.602448E-01   177.295       0.00000      -345.590       13.5989      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      104   104.000       7.15183       7.04022       5.86898      0.137780      0.484799E-02   0.00000      -81.0973       9.87284      -25.6364       205.071       0.00000      -346.515       13.2572      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      105   105.000       7.60240       7.19860       5.86898       0.00000      0.656193E-04   0.00000      -72.2219      0.139951E-01 -0.553027E-01   216.873       0.00000      -348.748       8.57219      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      106   106.000       7.85465       7.38347       5.86898      0.597718E-01  0.210033E-02   0.00000      -82.8098       1.29235      -11.5565       213.875       0.00000      -350.003       8.43304      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      107   107.000       8.34023       7.55094       5.86898      0.841145E-01  0.295296E-02   0.00000      -75.1576      -1.42974      -21.5946       159.081       0.00000      -352.429       5.79754      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      108   108.000       8.64426       7.65798       5.86898      0.100624      0.353050E-02  0.663059E-03  -97.1543      -5.82276      -32.5794       168.180       0.00000      -353.954       4.64225      0.500000       5.00000       4.00000      0.408186       0.00000       0.00000       0.00000       0.00000    
      109   109.000       8.76720       7.74849       5.90322      0.109651      0.384629E-02  0.218210E-02  -128.262      -10.1523      -43.9153       201.766       0.00000      -354.572       4.64226      0.500442       5.00000       4.00000      0.415663       0.00000       0.00000       0.00000       0.00000    
      110   110.000       8.89530       7.84217       5.93755      0.981224E-01  0.344106E-02  0.263652E-02  -121.747      -11.9719      -44.9250       175.324       0.00000      -355.217       4.64226      0.500952       5.00000       4.00000      0.423160       0.00000       0.00000       0.00000       0.00000    
