Results from FLAKE simulations.
 No     time         Ts            Tm            Tb            ufr_a         ufr_w         Wconv         Qw            Q_se          Q_la          I_w           Q_lwa         Q_lww         h_ML          C_T           H_B1          T_B1          Qbot          H_ice         H_snow        T_ice         T_snow   
      111   111.000       8.98923       7.91030       5.96141      0.656386E-01  0.230147E-02   0.00000      -99.4356      -4.35317      -25.5660       197.057       0.00000      -355.690       4.64227      0.501349       5.00000       4.00000      0.428371       0.00000       0.00000       0.00000       0.00000    
      112   112.000       9.23255       8.03487       5.96141      0.133409      0.467552E-02  0.149209E-02  -100.473      -1.09753      -41.5848       175.992       0.00000      -356.919       4.32466      0.501175       5.00000       4.00000      0.428371       0.00000       0.00000       0.00000       0.00000    
      113   113.000       9.36696       8.13112       5.99596      0.187031      0.655309E-02   0.00000      -54.8449       5.07506      -28.2913       114.782       0.00000      -357.599       4.32467      0.501828       5.00000       4.00000      0.435918       0.00000       0.00000       0.00000       0.00000    
      114   114.000       9.25439       8.20738       5.95183      0.176308      0.617870E-02   0.00000      -24.4309       11.3423      -2.53838       127.816       0.00000      -357.029       5.93554      0.503075       5.00000       4.00000      0.426281       0.00000       0.00000       0.00000       0.00000    
      115   115.000       9.38863       8.33934       5.99298      0.164591      0.576658E-02   0.00000      -38.7753       13.9436      -13.7450       145.766       0.00000      -357.709       6.21906      0.504489       5.00000       4.00000      0.435267       0.00000       0.00000       0.00000       0.00000    
      116   116.000       9.62151       8.47591       5.99298      0.264220      0.925305E-02   0.00000      -42.8400       7.75376      -26.4647       79.2184       0.00000      -358.890       5.98057      0.503237       5.00000       4.00000      0.435267       0.00000       0.00000       0.00000       0.00000    
      117   117.000       9.41577       8.52198       5.92348      0.299403      0.104893E-01   0.00000      -8.19039       19.9216      -3.41317       116.669       0.00000      -357.846       7.93520      0.506199       5.00000       4.00000      0.420088       0.00000       0.00000       0.00000       0.00000    
      118   118.000       9.43117       8.66048       5.92819      0.169838      0.594995E-02   0.00000      -73.3735      -2.63385      -31.4712       137.418       0.00000      -357.924       9.14868      0.511662       5.00000       4.00000      0.421117       0.00000       0.00000       0.00000       0.00000    
      119   119.000       9.92246       8.74203       5.92819      0.147313      0.515594E-02   0.00000      -80.4725      -5.07699      -28.6330       150.098       0.00000      -360.420       6.73903      0.509427       5.00000       4.00000      0.421117       0.00000       0.00000       0.00000       0.00000    
      120   120.000       10.2812       8.83073       5.92819      0.107706      0.376710E-02  0.195536E-02  -95.5716      -14.2325      -31.7515       141.272       0.00000      -362.250       5.53195      0.508456       5.00000       4.00000      0.421117       0.00000       0.00000       0.00000       0.00000    
      121   121.000       10.3598       8.88876       5.94858      0.219136      0.766331E-02  0.420579E-02  -146.959      -25.0131      -71.4138       144.855       0.00000      -362.652       5.53196      0.508861       5.00000       4.00000      0.425569       0.00000       0.00000       0.00000       0.00000    
      122   122.000       10.3153       8.88552       5.93341      0.199799      0.698770E-02  0.416534E-02  -177.677      -22.4646      -87.6419       194.089       0.00000      -362.425       5.79175      0.510514       5.00000       4.00000      0.422257       0.00000       0.00000       0.00000       0.00000    
      123   123.000       10.3404       8.90602       5.93803      0.144450      0.505168E-02  0.369191E-02  -126.802      -17.1668      -62.8544       139.974       0.00000      -362.553       5.83547      0.511951       5.00000       4.00000      0.423265       0.00000       0.00000       0.00000       0.00000    
      124   124.000       10.3641       8.92236       5.94287      0.222997      0.779829E-02  0.381053E-02  -78.4731      -11.5181      -36.0442       61.0610       0.00000      -362.674       5.84161      0.512703       5.00000       4.00000      0.424324       0.00000       0.00000       0.00000       0.00000    
      125   125.000       10.2798       8.89949       5.91957      0.226883      0.793545E-02   0.00000      -79.5809      0.369147      -37.9538       144.750       0.00000      -362.243       6.17433      0.514492       5.00000       4.00000      0.419235       0.00000       0.00000       0.00000       0.00000    
      126   126.000       10.2790       8.98248       5.91859      0.204799      0.716305E-02  0.294699E-02  -153.073      -15.0400      -74.7665       196.023       0.00000      -362.239       6.80979      0.516464       5.00000       4.00000      0.419019       0.00000       0.00000       0.00000       0.00000    
      127   127.000       10.3551       9.03700       5.93719      0.180010      0.629510E-02  0.275175E-02  -178.802      -14.5594      -86.5770       236.988       0.00000      -362.628       6.80980      0.518240       5.00000       4.00000      0.423083       0.00000       0.00000       0.00000       0.00000    
      128   128.000       10.4555       9.11103       5.96092      0.144289      0.504494E-02  0.248016E-02  -138.977      -14.7604      -63.1450       185.205       0.00000      -363.143       6.80981      0.519595       5.00000       4.00000      0.428265       0.00000       0.00000       0.00000       0.00000    
      129   129.000       10.5347       9.16973       5.97917      0.220389      0.770455E-02  0.477253E-02  -198.273      -33.0376      -98.0196       192.486       0.00000      -363.548       6.80982      0.520452       5.00000       4.00000      0.432251       0.00000       0.00000       0.00000       0.00000    
      130   130.000       10.4844       9.16176       5.96719      0.128077      0.447785E-02  0.334423E-02  -170.039      -26.2836      -69.6603       209.131       0.00000      -363.290       7.05478      0.522424       5.00000       4.00000      0.429635       0.00000       0.00000       0.00000       0.00000    
      131   131.000       10.5509       9.21132       5.98177      0.119422      0.417472E-02  0.325237E-02  -163.050      -27.0264      -63.6380       201.972       0.00000      -363.631       7.05478      0.523123       5.00000       4.00000      0.432819       0.00000       0.00000       0.00000       0.00000    
      132   132.000       10.6170       9.26065       5.99606      0.166823      0.583102E-02  0.451632E-02  -120.664      -24.1626      -60.1331       97.8115       0.00000      -363.970       7.05479      0.523725       5.00000       4.00000      0.435940       0.00000       0.00000       0.00000       0.00000    
      133   133.000       10.5256       9.23080       5.97594      0.207531      0.725516E-02  0.345764E-02  -147.858      -22.6584      -69.0196       173.630       0.00000      -363.502       7.34748      0.524886       5.00000       4.00000      0.431545       0.00000       0.00000       0.00000       0.00000    
      134   134.000       10.5734       9.26328       5.98675      0.194298      0.679192E-02  0.356661E-02  -144.152      -21.2477      -70.1029       165.743       0.00000      -363.747       7.34749      0.526803       5.00000       4.00000      0.433906       0.00000       0.00000       0.00000       0.00000    
      135   135.000       10.6136       9.29039       5.99564      0.162206      0.566968E-02   0.00000      -146.242      -15.3243      -64.7091       211.172       0.00000      -363.953       7.34750      0.528470       5.00000       4.00000      0.435849       0.00000       0.00000       0.00000       0.00000    
      136   136.000       10.8025       9.37306       5.99564      0.103193      0.360566E-02   0.00000      -102.804      -8.65253      -39.2978       177.044       0.00000      -364.923       6.99869      0.527315       5.00000       4.00000      0.435849       0.00000       0.00000       0.00000       0.00000    
      137   137.000       11.2015       9.46765       5.99564      0.231442      0.808056E-02  0.447187E-02  -74.2454      -14.0581      -30.1484       30.1544       0.00000      -366.978       5.90463      0.526888       5.00000       4.00000      0.435849       0.00000       0.00000       0.00000       0.00000    
      138   138.000       11.0185       9.41058       5.95770      0.141959      0.495811E-02   0.00000      -10.6575       9.74181      -3.36104       134.927       0.00000      -366.034       6.40282      0.528586       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      139   139.000       11.7374       9.56931       5.95770       0.00000      0.764108E-04   0.00000      -34.2125      0.292727E-01 -0.625404E-02   152.988       0.00000      -369.753       4.64454      0.527879       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      140   140.000       12.0137       9.72100       5.95770       0.00000      0.668688E-04   0.00000      -39.1866      0.358101E-01 -0.610579E-02   174.215       0.00000      -371.189       4.53928      0.527879       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      141   141.000       12.3211       9.89352       5.95770       0.00000      0.726723E-04   0.00000      -55.8801      0.474408E-01 -0.185520E-01   233.758       0.00000      -372.792       4.45097      0.527878       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      142   142.000       12.7196       10.1210       5.95770       0.00000      0.663489E-04   0.00000      -71.4882      0.362779E-01 -0.490504E-01   270.679       0.00000      -374.878       4.36522      0.527878       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      143   143.000       13.1587       10.3757       5.95770      0.127043      0.441884E-02   0.00000      -111.732       4.73996      -37.1556       268.859       0.00000      -377.187       4.29942      0.527878       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      144   144.000       13.8560       10.5766       5.95770      0.160403      0.557168E-02  0.451965E-02  -198.616      -15.9433      -89.8302       278.200       0.00000      -380.875       3.41806      0.527563       5.00000       4.00000      0.427562       0.00000       0.00000       0.00000       0.00000    
      145   145.000       14.0280       10.6780       5.96618      0.195267      0.678042E-02  0.569824E-02  -253.379      -37.2814      -125.142       247.660       0.00000      -381.789       3.41807      0.527980       5.00000       4.00000      0.429413       0.00000       0.00000       0.00000       0.00000    
      146   146.000       13.8041       10.6701       5.89587      0.164487      0.571410E-02  0.563454E-02  -224.421      -41.7588      -102.765       204.965       0.00000      -380.599       4.01690      0.528585       5.00000       4.00000      0.414059       0.00000       0.00000       0.00000       0.00000    
      147   147.000       13.5865       10.6447       5.84008      0.935776E-01  0.325215E-02  0.416956E-02  -141.741      -18.6176      -57.4564       173.926       0.00000      -379.446       4.52898      0.529058       5.00000       4.00000      0.401874       0.00000       0.00000       0.00000       0.00000    
      148   148.000       13.6504       10.6854       5.84709      0.163546      0.568312E-02  0.497967E-02  -131.543      -23.3721      -63.3822       103.131       0.00000      -379.784       4.52899      0.529333       5.00000       4.00000      0.403405       0.00000       0.00000       0.00000       0.00000    
      149   149.000       13.4624       10.6485       5.80606      0.757663E-01  0.263378E-02   0.00000      -114.619      -8.94651      -37.5806       200.192       0.00000      -378.790       4.91665      0.529840       5.00000       4.00000      0.394445       0.00000       0.00000       0.00000       0.00000    
      150   150.000       13.6807       10.7576       5.80606      0.175788      0.610814E-02  0.371008E-02  -108.824      -10.7223      -53.1905       136.739       0.00000      -379.945       4.80322      0.529723       5.00000       4.00000      0.394445       0.00000       0.00000       0.00000       0.00000    
      151   151.000       13.7373       10.7929       5.81424      0.147970      0.514098E-02   0.00000      -121.116      -7.77634      -46.4409       220.653       0.00000      -380.245       4.80323      0.530328       5.00000       4.00000      0.396230       0.00000       0.00000       0.00000       0.00000    
      152   152.000       14.0657       10.9200       5.81424      0.758727E-01  0.263440E-02   0.00000      -110.258      -2.79708      -28.0285       256.384       0.00000      -381.989       4.50310      0.529902       5.00000       4.00000      0.396230       0.00000       0.00000       0.00000       0.00000    
      153   153.000       14.6869       11.1068       5.81424      0.213459      0.740265E-02  0.386415E-02  -142.630       1.54712      -80.1453       211.074       0.00000      -385.305       3.82610      0.529798       5.00000       4.00000      0.396230       0.00000       0.00000       0.00000       0.00000    
      154   154.000       14.8309       11.1940       5.82955      0.160821      0.557564E-02  0.342494E-02  -131.336      -3.48816      -60.9495       211.347       0.00000      -386.076       3.82611      0.530507       5.00000       4.00000      0.399575       0.00000       0.00000       0.00000       0.00000    
      155   155.000       14.9943       11.2960       5.84796      0.855825E-01  0.296618E-02  0.181924E-02  -106.610      -6.95513      -29.8720       204.710       0.00000      -386.953       3.82612      0.530903       5.00000       4.00000      0.403596       0.00000       0.00000       0.00000       0.00000    
      156   156.000       15.1892       11.4212       5.87237      0.850358E-01  0.294612E-02  0.360353E-02  -119.064      -11.6849      -40.4297       180.568       0.00000      -388.001       3.82613      0.531014       5.00000       4.00000      0.408925       0.00000       0.00000       0.00000       0.00000    
      157   157.000       15.3142       11.4996       5.88485      0.153826      0.532811E-02  0.567555E-02  -131.246      -23.6062      -58.0593       43.5996       0.00000      -388.674       3.82614      0.531174       5.00000       4.00000      0.411650       0.00000       0.00000       0.00000       0.00000    
      158   158.000       14.7599       11.3867       5.77177      0.197684      0.685462E-02  0.463139E-02  -113.755      -16.9248      -52.5579       108.514       0.00000      -385.695       4.71842      0.531567       5.00000       4.00000      0.386955       0.00000       0.00000       0.00000       0.00000    
      159   159.000       14.6952       11.3795       5.75717      0.212784      0.737911E-02  0.495804E-02  -127.402      -18.1211      -66.0466       112.665       0.00000      -385.349       4.86330      0.532242       5.00000       4.00000      0.383766       0.00000       0.00000       0.00000       0.00000    
      160   160.000       14.5861       11.3601       5.73475      0.202924      0.703868E-02  0.333300E-02  -167.343      -6.64809      -83.7923       246.046       0.00000      -384.765       5.07604      0.533045       5.00000       4.00000      0.378869       0.00000       0.00000       0.00000       0.00000    
      161   161.000       14.7375       11.4605       5.75892      0.190800      0.661619E-02  0.488048E-02  -152.785      -20.0123      -75.4755       160.581       0.00000      -385.575       5.07605      0.533804       5.00000       4.00000      0.384148       0.00000       0.00000       0.00000       0.00000    
      162   162.000       14.7266       11.4700       5.75464      0.131191      0.454930E-02  0.398080E-02  -144.903      -15.1724      -64.1841       188.256       0.00000      -385.517       5.14987      0.534465       5.00000       4.00000      0.383214       0.00000       0.00000       0.00000       0.00000    
      163   163.000       14.8093       11.5251       5.76653      0.240014      0.832158E-02  0.546554E-02  -170.066      -31.0399      -81.0920       153.657       0.00000      -385.960       5.14987      0.534781       5.00000       4.00000      0.385810       0.00000       0.00000       0.00000       0.00000    
      164   164.000       14.6892       11.5035       5.74353      0.189689      0.657828E-02  0.454163E-02  -153.770      -14.7265      -80.2418       177.770       0.00000      -385.317       5.38308      0.535831       5.00000       4.00000      0.380786       0.00000       0.00000       0.00000       0.00000    
      165   165.000       14.7387       11.5338       5.75064      0.937916E-01  0.325232E-02   0.00000      -131.567      -4.99140      -39.5976       276.574       0.00000      -385.582       5.38308      0.536516       5.00000       4.00000      0.382339       0.00000       0.00000       0.00000       0.00000    
      166   166.000       15.5245       11.7192       5.75064      0.783352E-01  0.271221E-02   0.00000      -119.430      -5.51842      -32.6942       246.252       0.00000      -389.809       4.39928      0.536349       5.00000       4.00000      0.382339       0.00000       0.00000       0.00000       0.00000    
      167   167.000       15.9837       11.8812       5.75064      0.822000E-01  0.284347E-02   0.00000      -107.922      -4.14113      -34.1586       206.504       0.00000      -392.295       4.05109      0.536255       5.00000       4.00000      0.382339       0.00000       0.00000       0.00000       0.00000    
      168   168.000       16.1952       12.0071       5.75064      0.122542      0.423723E-02  0.472437E-02  -114.488      -12.0395      -54.9075       112.871       0.00000      -393.444       4.04653      0.536159       5.00000       4.00000      0.382339       0.00000       0.00000       0.00000       0.00000    
      169   169.000       16.1287       12.0045       5.73360      0.181237      0.626761E-02  0.548910E-02  -246.361      -25.6616      -117.581       301.769       0.00000      -393.083       4.17928      0.536418       5.00000       4.00000      0.378619       0.00000       0.00000       0.00000       0.00000    
      170   170.000       16.2465       12.0751       5.74127      0.904798E-01  0.312828E-02  0.361148E-02  -171.884      -14.5042      -60.6124       275.989       0.00000      -393.724       4.17928      0.536884       5.00000       4.00000      0.380293       0.00000       0.00000       0.00000       0.00000    
      171   171.000       16.4535       12.2080       5.76479      0.100482      0.347268E-02  0.320646E-02  -156.541      -11.1859      -54.7212       261.234       0.00000      -394.851       4.17929      0.537037       5.00000       4.00000      0.385430       0.00000       0.00000       0.00000       0.00000    
      172   172.000       16.6612       12.3417       5.78898      0.165955      0.573315E-02  0.535745E-02  -157.211      -16.6346      -81.6812       152.795       0.00000      -395.985       4.17930      0.537176       5.00000       4.00000      0.390714       0.00000       0.00000       0.00000       0.00000    
      173   173.000       16.5648       12.3355       5.76615      0.183964      0.635648E-02  0.512749E-02  -132.605      -15.6500      -67.5462       124.687       0.00000      -395.458       4.35633      0.537549       5.00000       4.00000      0.385727       0.00000       0.00000       0.00000       0.00000    
      174   174.000       16.4686       12.3249       5.74584      0.979656E-01  0.338563E-02  0.362242E-02  -120.639      -9.61494      -46.8485       174.593       0.00000      -394.934       4.52185      0.538022       5.00000       4.00000      0.381291       0.00000       0.00000       0.00000       0.00000    
      175   175.000       16.5747       12.3936       5.75834      0.139861      0.483252E-02  0.400417E-02  -129.088      -9.34267      -56.9331       176.437       0.00000      -395.512       4.52186      0.538180       5.00000       4.00000      0.384022       0.00000       0.00000       0.00000       0.00000    
      176   176.000       16.6696       12.4538       5.76912      0.212069      0.732608E-02  0.515849E-02  -178.740      -14.6217      -91.4252       206.206       0.00000      -396.031       4.52187      0.538459       5.00000       4.00000      0.386375       0.00000       0.00000       0.00000       0.00000    
      177   177.000       16.7312       12.4885       5.77403      0.286185      0.988529E-02  0.565581E-02  -201.025      -20.4207      -104.735       211.421       0.00000      -396.368       4.52188      0.539095       5.00000       4.00000      0.387448       0.00000       0.00000       0.00000       0.00000    
      178   178.000       16.7042       12.5013       5.76516      0.143087      0.494271E-02  0.558512E-02  -109.931      -16.6010      -43.5502       57.9630       0.00000      -396.220       4.63565      0.540247       5.00000       4.00000      0.385510       0.00000       0.00000       0.00000       0.00000    
      179   179.000       16.4177       12.4342       5.71725      0.584317E-01  0.201956E-02   0.00000      -112.088      -4.50197      -27.5751       231.444       0.00000      -394.656       4.99778      0.540621       5.00000       4.00000      0.375047       0.00000       0.00000       0.00000       0.00000    
      180   180.000       16.9674       12.5867       5.71725      0.205696      0.710181E-02  0.566096E-02  -147.063      -20.7761      -74.7763       117.821       0.00000      -397.661       4.48854      0.540568       5.00000       4.00000      0.375047       0.00000       0.00000       0.00000       0.00000    
      181   181.000       16.7663       12.5487       5.68199      0.298957      0.103258E-01  0.504202E-02  -196.219      -15.0462      -85.9758       242.118       0.00000      -396.560       4.76467      0.541149       5.00000       4.00000      0.367346       0.00000       0.00000       0.00000       0.00000    
      182   182.000       16.8689       12.6071       5.69503      0.292359      0.100958E-01  0.626359E-02  -227.302      -35.5518      -108.433       211.136       0.00000      -397.122       4.76468      0.542442       5.00000       4.00000      0.370196       0.00000       0.00000       0.00000       0.00000    
      183   183.000       16.7158       12.5859       5.66871      0.256030      0.884398E-02  0.651185E-02  -223.176      -32.2081      -116.921       184.034       0.00000      -396.284       5.01342      0.543669       5.00000       4.00000      0.364446       0.00000       0.00000       0.00000       0.00000    
      184   184.000       16.4748       12.5353       5.63052      0.355726      0.122935E-01  0.624358E-02  -198.420      -23.5835      -92.4025       166.112       0.00000      -394.967       5.34473      0.544653       5.00000       4.00000      0.356106       0.00000       0.00000       0.00000       0.00000    
      185   185.000       16.2868       12.4934       5.60498      0.197299      0.682094E-02  0.575836E-02  -217.256      -26.0562      -105.050       226.746       0.00000      -393.943       5.62378      0.546683       5.00000       4.00000      0.350528       0.00000       0.00000       0.00000       0.00000    
      186   186.000       16.2737       12.5051       5.60226      0.241378      0.834503E-02  0.717170E-02  -177.127      -32.2739      -85.0227       62.5952       0.00000      -393.872       5.69443      0.547343       5.00000       4.00000      0.349933       0.00000       0.00000       0.00000       0.00000    
      187   187.000       15.7872       12.3579       5.53425      0.298899      0.103435E-01  0.557947E-02  -192.507      -22.0843      -97.4033       194.374       0.00000      -391.230       6.26001      0.548343       5.00000       4.00000      0.335081       0.00000       0.00000       0.00000       0.00000    
      188   188.000       15.7578       12.3598       5.53339      0.186591      0.645741E-02  0.659234E-02  -151.611      -26.2515      -74.8609       76.7790       0.00000      -391.071       6.35307      0.550081       5.00000       4.00000      0.334891       0.00000       0.00000       0.00000       0.00000    
      189   189.000       15.4646       12.2635       5.49538      0.100954      0.349573E-02  0.403984E-02  -81.3378      -9.00876      -25.5996       84.7912       0.00000      -389.486       6.69322      0.550800       5.00000       4.00000      0.326591       0.00000       0.00000       0.00000       0.00000    
      190   190.000       15.4633       12.2675       5.49561      0.101293      0.350750E-02  0.490403E-02  -77.4312      -8.79355      -20.0296       54.1016       0.00000      -389.478       6.71241      0.551091       5.00000       4.00000      0.326640       0.00000       0.00000       0.00000       0.00000    
      191   191.000       15.3713       12.2372       5.48450      0.164982      0.571388E-02  0.555618E-02  -169.158      -23.2667      -83.2848       159.327       0.00000      -388.982       6.82489      0.551523       5.00000       4.00000      0.324215       0.00000       0.00000       0.00000       0.00000    
      192   192.000       15.3119       12.2241       5.47782      0.555856E-01  0.192534E-02   0.00000      -96.5393      -4.16633      -23.7928       193.964       0.00000      -388.662       6.92252      0.552124       5.00000       4.00000      0.322755       0.00000       0.00000       0.00000       0.00000    
      193   193.000       16.0860       12.3486       5.47782      0.150773      0.521453E-02  0.552295E-02  -115.817      -13.8680      -53.9917       82.1756       0.00000      -392.851       5.80707      0.552054       5.00000       4.00000      0.322755       0.00000       0.00000       0.00000       0.00000    
      194   194.000       15.9298       12.3051       5.45828      0.114760      0.397021E-02   0.00000      -104.200      -6.51722      -20.9704       185.402       0.00000      -392.003       5.99456      0.552506       5.00000       4.00000      0.318489       0.00000       0.00000       0.00000       0.00000    
      195   195.000       16.5540       12.4087       5.45828      0.141553      0.489117E-02  0.542678E-02  -140.264      -17.7198      -43.9687       124.739       0.00000      -395.400       5.19255      0.552263       5.00000       4.00000      0.318489       0.00000       0.00000       0.00000       0.00000    
      196   196.000       16.4474       12.3884       5.44383      0.225643      0.779840E-02  0.649479E-02  -223.552      -37.4854      -102.419       186.836       0.00000      -394.818       5.33698      0.552647       5.00000       4.00000      0.315333       0.00000       0.00000       0.00000       0.00000    
      197   197.000       16.2347       12.3410       5.41658      0.225450      0.779498E-02  0.628964E-02  -208.622      -27.2245      -108.530       178.838       0.00000      -393.659       5.61243      0.553463       5.00000       4.00000      0.309381       0.00000       0.00000       0.00000       0.00000    
      198   198.000       16.0660       12.3024       5.39615      0.219271      0.758382E-02   0.00000      -83.3385      -2.83924      -29.7546       134.506       0.00000      -392.742       5.83698      0.554326       5.00000       4.00000      0.304919       0.00000       0.00000       0.00000       0.00000    
      199   199.000       16.3843       12.3676       5.39615      0.198154      0.684919E-02  0.280906E-02  -112.777      -5.70990      -43.9176       164.964       0.00000      -394.474       5.44952      0.553470       5.00000       4.00000      0.304919       0.00000       0.00000       0.00000       0.00000    
      200   200.000       16.4891       12.4341       5.40894      0.108783      0.375933E-02  0.376089E-02  -141.773      -14.5505      -43.0653       192.276       0.00000      -395.046       5.44953      0.554113       5.00000       4.00000      0.307713       0.00000       0.00000       0.00000       0.00000    
      201   201.000       16.5870       12.4984       5.41907      0.185721      0.641693E-02  0.608140E-02  -178.628      -32.9430      -72.8358       148.284       0.00000      -395.580       5.44954      0.554305       5.00000       4.00000      0.309924       0.00000       0.00000       0.00000       0.00000    
      202   202.000       16.4169       12.4591       5.39811      0.243253      0.840753E-02  0.632626E-02  -225.264      -26.7229      -116.119       204.717       0.00000      -394.652       5.66019      0.554860       5.00000       4.00000      0.305346       0.00000       0.00000       0.00000       0.00000    
      203   203.000       16.2827       12.4324       5.38285      0.115690      0.399961E-02  0.461335E-02  -145.321      -15.0749      -62.2405       167.718       0.00000      -393.921       5.85030      0.555856       5.00000       4.00000      0.302015       0.00000       0.00000       0.00000       0.00000    
      204   204.000       16.3272       12.4607       5.38761      0.166569      0.575812E-02  0.370927E-02  -107.107      -10.6904      -41.2270       135.440       0.00000      -394.163       5.85031      0.556167       5.00000       4.00000      0.303054       0.00000       0.00000       0.00000       0.00000    
      205   205.000       16.3842       12.4967       5.39460      0.157265      0.543589E-02  0.303663E-02  -88.9158      -5.38480      -34.1206       120.375       0.00000      -394.473       5.85032      0.556651       5.00000       4.00000      0.304580       0.00000       0.00000       0.00000       0.00000    
      206   206.000       16.4465       12.5366       5.40211      0.179512      0.620410E-02   0.00000      -106.025      -5.18705      -30.7145       181.654       0.00000      -394.813       5.85032      0.557080       5.00000       4.00000      0.306221       0.00000       0.00000       0.00000       0.00000    
      207   207.000       17.0450       12.6331       5.40211      0.165610      0.571694E-02  0.526711E-02  -155.660      -18.5551      -64.9896       162.136       0.00000      -398.087       5.12163      0.556524       5.00000       4.00000      0.306221       0.00000       0.00000       0.00000       0.00000    
      208   208.000       17.0281       12.6410       5.39882      0.178067      0.614715E-02  0.580299E-02  -192.759      -19.4796      -88.8606       191.596       0.00000      -397.994       5.17832      0.556930       5.00000       4.00000      0.305503       0.00000       0.00000       0.00000       0.00000    
      209   209.000       16.9684       12.6392       5.39054      0.887415E-01  0.306386E-02   0.00000      -141.582      -8.16485      -41.7853       230.595       0.00000      -397.667       5.28320      0.557403       5.00000       4.00000      0.303693       0.00000       0.00000       0.00000       0.00000    
      210   210.000       17.1689       12.7529       5.39054      0.164522      0.567801E-02  0.533731E-02  -124.685      -15.3514      -49.7329       109.380       0.00000      -398.767       5.25186      0.557283       5.00000       4.00000      0.303693       0.00000       0.00000       0.00000       0.00000    
      211   211.000       17.0691       12.7328       5.37890      0.213778      0.737937E-02  0.632248E-02  -191.361      -27.2765      -89.4660       156.508       0.00000      -398.219       5.37472      0.557687       5.00000       4.00000      0.301152       0.00000       0.00000       0.00000       0.00000    
      212   212.000       16.8740       12.6878       5.35702      0.107038      0.369623E-02  0.485944E-02  -145.897      -14.3547      -56.5062       163.250       0.00000      -397.150       5.60217      0.558386       5.00000       4.00000      0.296374       0.00000       0.00000       0.00000       0.00000    
      213   213.000       16.9096       12.7097       5.36034      0.124538      0.430024E-02  0.587410E-02  -147.236      -21.7335      -63.9691       116.435       0.00000      -397.344       5.60323      0.558704       5.00000       4.00000      0.297098       0.00000       0.00000       0.00000       0.00000    
      214   214.000       16.7508       12.6698       5.34305      0.155156      0.535915E-02  0.615113E-02  -163.662      -24.6279      -72.7363       125.700       0.00000      -396.475       5.78169      0.559167       5.00000       4.00000      0.293321       0.00000       0.00000       0.00000       0.00000    
      215   215.000       16.5664       12.6208       5.32342      0.231910      0.801312E-02  0.662895E-02  -222.036      -32.8137      -102.031       183.704       0.00000      -395.467       5.98618      0.559695       5.00000       4.00000      0.289035       0.00000       0.00000       0.00000       0.00000    
      216   216.000       16.3762       12.5713       5.30451      0.182296      0.630116E-02  0.598009E-02  -185.929      -23.9598      -86.2543       168.877       0.00000      -394.430       6.21146      0.560631       5.00000       4.00000      0.284905       0.00000       0.00000       0.00000       0.00000    
      217   217.000       16.2784       12.5490       5.29517      0.249192      0.861512E-02  0.646911E-02  -150.734      -26.3975      -70.4092       89.1474       0.00000      -393.897       6.33970      0.561239       5.00000       4.00000      0.282865       0.00000       0.00000       0.00000       0.00000    
      218   218.000       16.0310       12.4697       5.27255      0.196829      0.680808E-02  0.539957E-02  -180.139      -19.5001      -78.9853       185.918       0.00000      -392.552       6.60327      0.562408       5.00000       4.00000      0.277926       0.00000       0.00000       0.00000       0.00000    
      219   219.000       16.0210       12.4768       5.27336      0.151250      0.523168E-02  0.533531E-02  -157.843      -17.5144      -69.4244       156.331       0.00000      -392.498       6.65213      0.563184       5.00000       4.00000      0.278103       0.00000       0.00000       0.00000       0.00000    
      220   220.000       15.9898       12.4745       5.27127      0.180325      0.623775E-02  0.555333E-02  -167.564      -18.7647      -70.3325       161.181       0.00000      -392.328       6.71139      0.563665       5.00000       4.00000      0.277645       0.00000       0.00000       0.00000       0.00000    
      221   221.000       15.9410       12.4660       5.26810      0.197485      0.683199E-02  0.556766E-02  -210.477      -18.1744      -95.6805       221.599       0.00000      -392.063       6.78987      0.564331       5.00000       4.00000      0.276953       0.00000       0.00000       0.00000       0.00000    
      222   222.000       15.9454       12.4799       5.27053      0.172752      0.597629E-02  0.547123E-02  -161.958      -19.6230      -71.3584       156.496       0.00000      -392.087       6.83010      0.565142       5.00000       4.00000      0.277485       0.00000       0.00000       0.00000       0.00000    
      223   223.000       15.9019       12.4725       5.26801      0.211976      0.733388E-02  0.619876E-02  -187.052      -24.0740      -91.2189       158.655       0.00000      -391.851       6.90128      0.565767       5.00000       4.00000      0.276934       0.00000       0.00000       0.00000       0.00000    
      224   224.000       15.7793       12.4358       5.25925      0.185592      0.642256E-02  0.618376E-02  -182.066      -21.9305      -90.9664       152.208       0.00000      -391.187       7.04885      0.566723       5.00000       4.00000      0.275019       0.00000       0.00000       0.00000       0.00000    
      225   225.000       15.6559       12.3971       5.25006      0.108203      0.374536E-02  0.502629E-02  -103.999      -11.2782      -47.0092       90.3106       0.00000      -390.519       7.19270      0.567481       5.00000       4.00000      0.273013       0.00000       0.00000       0.00000       0.00000    
