"",-46.500,-46.000,-45.500,-45.000,-44.500,-44.000,-43.500,-43.000,-42.500,-42.000,-41.500,-41.000,-40.500,-40.000,-39.500,-39.000,-38.500,-38.000,-37.500,-37.000,-36.500,-36.000,-35.500,-35.000,-34.500,-34.000,-33.500,-33.000,-32.500,-32.000,-31.500,-31.000,-30.500,-30.000,-29.500,-29.000,-28.500,-28.000,-27.500,-27.000,-26.500,-26.000,-25.500,-25.000,-24.500,-24.000,-23.500,-23.000,-22.500,-22.000,-21.500,-21.000,-20.500,-20.000,-19.500,-19.000,-18.500,-18.000,-17.500,-17.000,-16.500,-16.000,-15.500,-15.000,-14.500,-14.000,-13.500,-13.000,-12.500,-12.000,-11.500,-11.000,-10.500,-10.000,-9.500,-9.000,-8.500,-8.000,-7.500,-7.000,-6.500,-6.000,-5.500,-5.000,-4.500,-4.000,-3.500,-3.000,-2.500,-2.000,-1.500,-1.000,-0.500,0.000
0.0000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
1.0000,9.2413E-009,1.1815E-008,8.9642E-009,8.3325E-009,7.7527E-009,7.0893E-009,6.3138E-009,5.6910E-009,5.3191E-009,4.8585E-009,4.6730E-009,3.9866E-009,2.1662E-009,9.6593E-010,5.0431E-010,4.8608E-010,3.8525E-010,2.7057E-010,2.6800E-010,3.4898E-010,5.5107E-010,9.6911E-010,1.4246E-009,7.0906E-010,7.1648E-010,4.0572E-009,4.8692E-009,8.4575E-009,8.2098E-009,6.7231E-009,5.4217E-009,3.5865E-009,2.3138E-009,1.7719E-009,1.7282E-009,2.4938E-009,4.9484E-009,6.0293E-009,2.4901E-009,5.5858E-010,1.6574E-010,9.7854E-011,8.6763E-011,9.2100E-011,1.1087E-010,1.4706E-010,2.1084E-010,3.1333E-010,4.5492E-010,6.0456E-010,7.0273E-010,6.6288E-010,3.2016E-010,4.5630E-010,5.7151E-010,6.9340E-010,6.4813E-010,3.3951E-010,3.3362E-010,1.6308E-009,1.0792E-008,1.8859E-007,4.1680E-008,3.2277E-009,1.1958E-009,3.8403E-010,2.9076E-010,3.2012E-010,3.5520E-010,4.0102E-010,4.2978E-010,4.1367E-010,4.3261E-010,9.0814E-010,1.4811E-009,1.9379E-009,7.8857E-009,3.9107E-009,4.4808E-009,9.0343E-009,1.5230E-007,9.1846E-008,1.0580E-008,5.5868E-009,2.0150E-008,1.7620E-007,4.9025E-008,1.4625E-008,4.7001E-009,3.2431E-009,2.9942E-009,2.9962E-009,2.9492E-009,0.0000E+000
2.0000,8.5442E-011,1.8243E-010,2.5187E-010,3.2962E-010,4.0437E-010,4.9026E-010,5.8119E-010,6.9395E-010,8.4410E-010,9.9977E-010,1.1444E-009,1.2744E-009,1.3874E-009,1.4904E-009,1.5913E-009,1.6900E-009,1.7872E-009,1.8793E-009,1.9597E-009,2.0372E-009,2.1158E-009,2.1704E-009,2.1633E-009,2.1381E-009,2.1032E-009,2.0808E-009,2.0786E-009,2.0790E-009,2.0615E-009,2.0493E-009,2.0550E-009,2.0754E-009,2.1176E-009,2.1658E-009,2.2118E-009,2.2521E-009,2.2766E-009,2.2888E-009,2.2742E-009,2.2638E-009,2.2768E-009,2.2950E-009,2.3056E-009,2.3170E-009,2.3307E-009,2.3505E-009,2.3837E-009,2.4215E-009,2.4616E-009,2.5011E-009,2.5332E-009,2.5640E-009,2.5923E-009,2.6197E-009,2.6420E-009,2.6623E-009,2.6770E-009,2.6873E-009,2.6829E-009,2.6774E-009,2.6810E-009,2.6844E-009,2.6888E-009,2.6906E-009,2.6884E-009,2.6835E-009,2.6746E-009,2.6639E-009,2.6505E-009,2.6369E-009,2.6220E-009,2.6084E-009,2.5939E-009,2.5831E-009,2.5824E-009,2.5845E-009,2.5933E-009,2.6023E-009,2.6049E-009,2.6086E-009,2.6162E-009,2.6251E-009,2.6396E-009,2.6544E-009,2.6732E-009,2.6914E-009,2.7030E-009,2.7155E-009,2.7304E-009,2.7478E-009,2.7226E-009,2.7104E-009,2.6759E-009,0.0000E+000
3.0000,2.6301E-011,5.5710E-011,7.6026E-011,9.8344E-011,1.1959E-010,1.4433E-010,1.7136E-010,2.0608E-010,2.5327E-010,3.0385E-010,3.5349E-010,4.0147E-010,4.4706E-010,4.9189E-010,5.3751E-010,5.8287E-010,6.2733E-010,6.6907E-010,7.0536E-010,7.3922E-010,7.7178E-010,7.9391E-010,7.9258E-010,7.8465E-010,7.7398E-010,7.6911E-010,7.7298E-010,7.7908E-010,7.8021E-010,7.8518E-010,7.9838E-010,8.1817E-010,8.4699E-010,8.7843E-010,9.0931E-010,9.3818E-010,9.6081E-010,9.7870E-010,9.8533E-010,9.9380E-010,1.0125E-009,1.0334E-009,1.0506E-009,1.0679E-009,1.0858E-009,1.1060E-009,1.1321E-009,1.1600E-009,1.1885E-009,1.2164E-009,1.2402E-009,1.2632E-009,1.2848E-009,1.3061E-009,1.3252E-009,1.3440E-009,1.3610E-009,1.3771E-009,1.3873E-009,1.3986E-009,1.4167E-009,1.4366E-009,1.4591E-009,1.4822E-009,1.5047E-009,1.5273E-009,1.5487E-009,1.5700E-009,1.5901E-009,1.6102E-009,1.6290E-009,1.6478E-009,1.6648E-009,1.6825E-009,1.7054E-009,1.7292E-009,1.7568E-009,1.7842E-009,1.8064E-009,1.8285E-009,1.8525E-009,1.8770E-009,1.9055E-009,1.9344E-009,1.9667E-009,1.9994E-009,2.0280E-009,2.0583E-009,2.0922E-009,2.1305E-009,2.1386E-009,2.1613E-009,2.1735E-009,0.0000E+000
4.0000,2.0452E-011,4.3323E-011,5.9124E-011,7.6484E-011,9.3014E-011,1.1226E-010,1.3330E-010,1.6031E-010,1.9702E-010,2.3637E-010,2.7498E-010,3.1232E-010,3.4777E-010,3.8264E-010,4.1812E-010,4.5339E-010,4.8795E-010,5.2038E-010,5.4856E-010,5.7483E-010,6.0007E-010,6.1718E-010,6.1604E-010,6.0976E-010,6.0134E-010,5.9742E-010,6.0028E-010,6.0487E-010,6.0556E-010,6.0922E-010,6.1923E-010,6.3431E-010,6.5635E-010,6.8037E-010,7.0388E-010,7.2576E-010,7.4275E-010,7.5598E-010,7.6044E-010,7.6623E-010,7.7984E-010,7.9504E-010,8.0735E-010,8.1963E-010,8.3226E-010,8.4660E-010,8.6534E-010,8.8527E-010,9.0563E-010,9.2533E-010,9.4184E-010,9.5755E-010,9.7210E-010,9.8622E-010,9.9857E-010,1.0105E-009,1.0210E-009,1.0306E-009,1.0356E-009,1.0413E-009,1.0519E-009,1.0638E-009,1.0774E-009,1.0912E-009,1.1044E-009,1.1175E-009,1.1296E-009,1.1414E-009,1.1522E-009,1.1627E-009,1.1722E-009,1.1814E-009,1.1892E-009,1.1973E-009,1.2089E-009,1.2210E-009,1.2356E-009,1.2498E-009,1.2603E-009,1.2704E-009,1.2817E-009,1.2931E-009,1.3070E-009,1.3210E-009,1.3371E-009,1.3533E-009,1.3665E-009,1.3808E-009,1.3974E-009,1.4173E-009,1.4177E-009,1.4293E-009,1.4361E-009,0.0000E+000
5.0000,1.5865E-011,3.3630E-011,4.5930E-011,5.9450E-011,7.2336E-011,8.7349E-011,1.0377E-010,1.2486E-010,1.5353E-010,1.8427E-010,2.1445E-010,2.4365E-010,2.7140E-010,2.9872E-010,3.2653E-010,3.5421E-010,3.8135E-010,4.0684E-010,4.2904E-010,4.4977E-010,4.6971E-010,4.8329E-010,4.8261E-010,4.7796E-010,4.7170E-010,4.6903E-010,4.7175E-010,4.7587E-010,4.7696E-010,4.8044E-010,4.8898E-010,5.0156E-010,5.1969E-010,5.3940E-010,5.5873E-010,5.7678E-010,5.9095E-010,6.0216E-010,6.0640E-010,6.1178E-010,6.2345E-010,6.3643E-010,6.4713E-010,6.5786E-010,6.6893E-010,6.8142E-010,6.9751E-010,7.1459E-010,7.3205E-010,7.4900E-010,7.6339E-010,7.7717E-010,7.9002E-010,8.0256E-010,8.1369E-010,8.2455E-010,8.3418E-010,8.4319E-010,8.4844E-010,8.5442E-010,8.6442E-010,8.7555E-010,8.8813E-010,9.0094E-010,9.1336E-010,9.2563E-010,9.3709E-010,9.4837E-010,9.5879E-010,9.6905E-010,9.7843E-010,9.8768E-010,9.9569E-010,1.0041E-009,1.0154E-009,1.0272E-009,1.0412E-009,1.0548E-009,1.0652E-009,1.0753E-009,1.0865E-009,1.0977E-009,1.1110E-009,1.1243E-009,1.1393E-009,1.1541E-009,1.1659E-009,1.1779E-009,1.1908E-009,1.2045E-009,1.1986E-009,1.1967E-009,1.1704E-009,0.0000E+000
6.0000,7.9077E-012,1.6738E-011,2.2820E-011,2.9486E-011,3.5818E-011,4.3175E-011,5.1200E-011,6.1493E-011,7.5468E-011,9.0404E-011,1.0500E-010,1.1905E-010,1.3231E-010,1.4528E-010,1.5841E-010,1.7137E-010,1.8398E-010,1.9569E-010,2.0570E-010,2.1490E-010,2.2359E-010,2.2913E-010,2.2782E-010,2.2458E-010,2.2056E-010,2.1821E-010,2.1835E-010,2.1910E-010,2.1845E-010,2.1887E-010,2.2158E-010,2.2609E-010,2.3304E-010,2.4062E-010,2.4793E-010,2.5457E-010,2.5939E-010,2.6281E-010,2.6312E-010,2.6388E-010,2.6729E-010,2.7120E-010,2.7407E-010,2.7688E-010,2.7977E-010,2.8319E-010,2.8804E-010,2.9322E-010,2.9845E-010,3.0336E-010,3.0713E-010,3.1055E-010,3.1350E-010,3.1622E-010,3.1828E-010,3.2014E-010,3.2143E-010,3.2239E-010,3.2185E-010,3.2152E-010,3.2267E-010,3.2417E-010,3.2614E-010,3.2810E-010,3.2984E-010,3.3144E-010,3.3265E-010,3.3370E-010,3.3436E-010,3.3487E-010,3.3499E-010,3.3499E-010,3.3450E-010,3.3407E-010,3.3458E-010,3.3517E-010,3.3637E-010,3.3737E-010,3.3723E-010,3.3693E-010,3.3686E-010,3.3674E-010,3.3717E-010,3.3750E-010,3.3821E-010,3.3869E-010,3.3813E-010,3.3744E-010,3.3675E-010,3.3591E-010,3.2910E-010,3.2252E-010,3.0800E-010,0.0000E+000
7.0000,1.7403E-014,1.3260E-014,2.9079E-015,2.6233E-015,2.7770E-015,2.8193E-015,2.9963E-015,3.1175E-015,2.9867E-015,3.0825E-015,3.3310E-015,3.5993E-015,3.8788E-015,4.1195E-015,4.3318E-015,4.5748E-015,4.8521E-015,5.1735E-015,5.5219E-015,5.8318E-015,6.1914E-015,6.6842E-015,7.1256E-015,7.2054E-015,7.1095E-015,6.8976E-015,6.7091E-015,6.6276E-015,6.5744E-015,6.4071E-015,6.2207E-015,6.0969E-015,6.0368E-015,6.1284E-015,6.3099E-015,6.5444E-015,6.8126E-015,7.0424E-015,7.1877E-015,7.1308E-015,7.0556E-015,7.1235E-015,7.2392E-015,7.3107E-015,7.3700E-015,7.4231E-015,7.5112E-015,7.6928E-015,7.9269E-015,8.2061E-015,8.4957E-015,8.7556E-015,9.0207E-015,9.2946E-015,9.5762E-015,9.8522E-015,1.0142E-014,1.0454E-014,1.0748E-014,1.0985E-014,1.1294E-014,1.1732E-014,1.2254E-014,1.2857E-014,1.3508E-014,1.4203E-014,1.4942E-014,1.5727E-014,1.6567E-014,1.7476E-014,1.8478E-014,1.9620E-014,2.0905E-014,2.2307E-014,2.4007E-014,2.6200E-014,3.8978E-014,1.3768E-012,5.9032E-011,-2.5507E-009,-2.6767E-010,-9.2680E-011,-2.1008E-010,-1.8841E-010,-1.9038E-010,-2.1620E-010,-2.4678E-010,-2.8007E-010,-3.1696E-010,-3.5943E-010,-4.0250E-010,-4.5672E-010,-5.3350E-010,0.0000E+000
8.0000,2.6948E-013,4.9211E-013,5.4444E-013,7.7601E-013,2.2364E-012,3.7409E-012,4.7302E-012,5.4699E-012,6.1981E-012,7.0115E-012,7.8187E-012,8.5777E-012,9.3116E-012,1.0046E-011,1.0813E-011,1.1608E-011,1.2425E-011,1.3232E-011,1.3988E-011,1.4766E-011,1.5610E-011,1.6397E-011,1.6979E-011,1.7843E-011,1.9137E-011,2.1310E-011,2.4855E-011,3.0191E-011,3.7596E-011,4.7209E-011,5.7391E-011,6.4823E-011,6.7314E-011,6.4468E-011,5.8093E-011,5.0285E-011,4.2192E-011,3.4459E-011,2.5978E-011,1.6109E-011,1.1532E-011,1.0894E-011,1.5267E-011,2.1374E-011,3.8870E-011,7.6415E-011,8.1204E-011,4.2570E-011,2.3518E-011,8.1047E-012,4.4058E-012,6.9334E-012,-1.1537E-012,-1.6347E-011,-3.1572E-011,-4.6272E-011,-6.0551E-011,-7.5065E-011,-8.9749E-011,-1.0505E-010,-1.2161E-010,-1.3938E-010,-1.5858E-010,-1.7915E-010,-2.0104E-010,-2.2431E-010,-2.4886E-010,-2.7481E-010,-3.0201E-010,-3.3063E-010,-3.6043E-010,-3.9160E-010,-4.2366E-010,-4.5709E-010,-4.9330E-010,-5.3148E-010,-5.7261E-010,-6.1557E-010,-6.5830E-010,-7.0207E-010,-7.4779E-010,-7.9496E-010,-8.4518E-010,-8.9720E-010,-9.5260E-010,-1.0103E-009,-1.0683E-009,-1.1298E-009,-1.1966E-009,-1.2710E-009,-1.3330E-009,-1.4137E-009,-1.5181E-009,0.0000E+000
