!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1990-03-19 00:00:00	5.8983402	0	101794.03	6.955896	66.329895	0.832406	105.06817	2.4789199e-08
1990-03-20 00:00:00	7.3318305	0	101166.7	8.580072	75.602043	0.95351568	78.49913	3.8926897e-08
1990-03-21 00:00:00	8.7558517	0	100705.23	7.6117493	79.65937	0.85455262	102.39317	4.9617993e-08
1990-03-22 00:00:00	6.3947635	0	101749.12	6.3979736	71.068214	0.85181477	105.44746	1.2841389e-08
1990-03-23 00:00:00	9.5633183	0	101433.33	8.531427	71.340561	0.99468883	71.761398	5.9001737e-08
1990-03-24 00:00:00	9.4348774	0	101668.19	5.4717041	71.38755	0.80241052	119.65858	9.193836e-08
1990-03-25 00:00:00	5.8612194	0	103320.73	6.6837097	58.627708	0.83238369	115.15322	0
1990-03-26 00:00:00	2.5508533	0	103197.05	6.7874084	74.371239	0.94470271	88.319809	5.0171316e-09
1990-03-27 00:00:00	5.5893755	0	102313.53	6.5505615	78.658142	1	68.783829	4.0017469e-08
1990-03-28 00:00:00	2.7051408	0	102921.88	5.4019104	64.28627	0.7352227	141.59497	0
1990-03-29 00:00:00	4.1604719	0	103143.15	9.0854126	80.206299	0.81597466	122.88311	2.4332981e-08
1990-03-30 00:00:00	1.7106812	0	103466.55	10.204065	83.4049	0.83696779	118.77463	0
1990-03-31 00:00:00	3.9555826	0	102847.69	10.14837	74.299965	0.7009371	151.39587	0
1990-04-01 00:00:00	2.991262	0	101298	8.3947388	87.108551	1	44.339016	2.5372414e-07
1990-04-02 00:00:00	6.7005496	0	100540.12	5.6664978	79.768723	0.83378529	127.98064	3.6376474e-08
1990-04-03 00:00:00	5.8284969	0	100991.63	3.2400452	67.527252	0.77653736	145.66591	5.3164222e-08
1990-04-04 00:00:00	3.4803798	0	101830.68	2.7807251	64.931099	0.60346641	185.62546	4.8050169e-09
1990-04-05 00:00:00	5.6615295	0	101256.53	5.0317017	85.474945	1	78.689766	9.1892827e-08
1990-04-06 00:00:00	4.6987281	0	101074.46	6.591272	61.84486	0.68349402	172.36681	5.7085135e-09
1990-04-07 00:00:00	4.1102934	0	102033.8	6.8832031	65.836449	0.69200018	172.02089	2.9874541e-09
1990-04-08 00:00:00	2.1540387	0	102632.77	6.4814087	65.302773	0.51525444	209.42033	0
1990-04-09 00:00:00	5.0821953	0	102047.42	7.3980347	82.419991	1	81.313286	1.9615753e-08
1990-04-10 00:00:00	7.2166677	0	101330.59	8.7843872	85.540276	1	85.076424	3.0771625e-08
1990-04-11 00:00:00	6.2717481	0	101350.2	9.2676331	82.670967	0.88828653	125.10012	1.9983398e-08
1990-04-12 00:00:00	7.112082	0	100934.28	6.599176	82.060425	0.74921608	166.52884	1.8584478e-07
1990-04-13 00:00:00	4.3801026	0	100589.16	4.4756714	75.33149	0.79492885	157.711	6.3712665e-08
1990-04-14 00:00:00	8.1371794	0	100174.79	5.4678894	80.119682	0.98345095	99.905235	1.1193428e-07
1990-04-15 00:00:00	8.8178177	0	100840.8	5.3251892	74.378998	0.68292007	190.07234	4.4314151e-08
1990-04-16 00:00:00	7.7136674	0	101349.23	4.4720093	78.833107	0.83360692	151.07146	8.8136236e-08
1990-04-17 00:00:00	7.856246	0	101529.77	4.7366577	77.392632	0.87087765	141.06952	6.5693646e-08
1990-04-18 00:00:00	6.0522881	0	101816.9	6.099939	83.933739	1	77.289688	5.9062477e-08
1990-04-19 00:00:00	9.6559591	0	101744.65	6.9103638	70.425682	0.75781106	177.30482	4.8837821e-08
1990-04-20 00:00:00	6.3829141	0	102155.34	7.7750793	63.366833	0.70553783	193.4904	8.9887162e-09
1990-04-21 00:00:00	4.4048958	0	102107.19	8.924707	66.70755	0.77075638	176.20551	0
1990-04-22 00:00:00	3.3805599	0	101933.64	9.4146362	77.057358	0.68982696	198.26619	4.7135368e-09
1990-04-23 00:00:00	2.1242232	0	101886.84	9.6203552	76.575661	0.63862623	212.77504	4.5870875e-09
1990-04-24 00:00:00	2.741425	0	101854.51	9.3322083	75.963593	0.78363705	175.74037	0
1990-04-25 00:00:00	5.178422	0	102042.03	8.5314575	80.960823	0.82139886	165.54254	1.9349665e-08
1990-04-26 00:00:00	5.3063827	0	101793.67	8.3255554	81.488113	0.93399921	128.77727	1.0786298e-07
1990-04-27 00:00:00	2.8432858	0	102532.69	7.1792542	64.333832	0.53413774	247.66714	0
1990-04-28 00:00:00	5.4158406	0	102440.49	10.091455	86.252121	1	94.193756	3.466929e-08
1990-04-29 00:00:00	3.2183621	0	102507.51	11.494531	79.153114	0.68901066	209.98624	2.8232319e-09
1990-04-30 00:00:00	3.619267	0	102438.12	13.702386	69.985107	0.47916267	260.11945	0
1990-05-01 00:00:00	4.8973927	0	102479.85	15.445215	64.516953	0.52779866	251.86636	0
1990-05-02 00:00:00	3.1859107	0	102823.9	16.317407	67.525948	0.51671434	254.4039	0
1990-05-03 00:00:00	2.0947251	0	102732.39	16.561151	70.0187	0.55640542	246.80536	0
1990-05-04 00:00:00	1.6489837	0	102477.88	16.228876	75.259453	0.61445188	233.95728	6.0341863e-09
1990-05-05 00:00:00	3.3068695	0	102281.3	12.998621	75.902573	0.65323279	228.84819	1.2267942e-09
1990-05-06 00:00:00	3.9152427	0	101968.59	9.1109863	75.177612	0.80912825	185.97098	0
1990-05-07 00:00:00	4.9397812	0	101757.95	8.5993591	72.779083	0.87140619	165.58531	5.1676616e-09
1990-05-08 00:00:00	5.6304531	0	101542	8.4852539	78.263802	0.99354757	117.58926	1.1673829e-08
1990-05-09 00:00:00	5.1301947	0	101422.45	8.6306396	79.170547	0.91919064	148.70758	1.4548234e-08
1990-05-10 00:00:00	2.7979064	0	101379.46	9.2246948	72.412018	0.99598326	118.18458	0
1990-05-11 00:00:00	1.3449886	0	101393.77	10.959131	73.430603	0.65989638	238.38205	0
1990-05-12 00:00:00	2.2197766	0	101243.54	12.727441	64.925041	0.71033828	224.82626	0
1990-05-13 00:00:00	3.3235152	0	101427.55	12.153711	68.92701	0.77292588	205.54623	0
1990-05-14 00:00:00	5.1019955	0	100999.09	11.82049	75.017853	0.91659773	152.81627	4.3250366e-08
1990-05-15 00:00:00	5.1633534	0	100380.2	10.977899	88.497986	0.89586492	160.80412	7.2319999e-08
1990-05-16 00:00:00	4.9136353	0	100898.33	10.84585	87.629074	0.8994884	160.39221	5.085579e-08
1990-05-17 00:00:00	2.0017025	0	101843.41	12.147852	75.206932	0.77827357	206.98148	0
1990-05-18 00:00:00	2.5643351	0	102202.53	13.411676	69.618057	0.75991	214.19896	0
1990-05-19 00:00:00	3.6420078	0	102326.76	10.728235	65.867752	0.79820524	204.36549	0
1990-05-20 00:00:00	2.9675386	0	102347.19	11.292047	64.273018	0.96661679	137.49759	4.8912161e-09
1990-05-21 00:00:00	2.9351473	0	102171.9	11.959833	64.805496	0.8091939	201.45697	0
1990-05-22 00:00:00	2.7468967	0	101923.43	11.542322	71.983337	0.74150176	225.38583	0
1990-05-23 00:00:00	3.5763061	0	102092.09	10.393213	72.468399	0.71570451	235.75333	0
1990-05-24 00:00:00	2.1225383	0	102383.55	10.747125	65.085091	0.72807643	233.49667	0
1990-05-25 00:00:00	3.8250012	0	102340.19	11.465479	63.375919	0.76295572	222.03442	0
1990-05-26 00:00:00	4.6996293	0	102360.52	12.502222	55.856121	0.7259086	236.29382	0
1990-05-27 00:00:00	3.0104103	0	102608.14	13.057825	56.999256	0.57310197	282.90054	0
1990-05-28 00:00:00	4.4769258	0	102412.97	12.002802	77.808746	1	98.181862	3.5572852e-08
1990-05-29 00:00:00	3.3519258	0	101836.06	12.318018	92.454926	1	115.76659	4.9414186e-08
1990-05-30 00:00:00	2.4138174	0	101809.84	12.031519	73.423386	0.84367625	193.22751	1.9357358e-09
1990-05-31 00:00:00	6.7847652	0	101164.59	12.210168	85.026527	1	116.83056	2.8537956e-08
1990-06-01 00:00:00	5.2726579	0	100975.7	10.863916	86.014	0.88167608	178.03935	4.6917761e-08
1990-06-02 00:00:00	5.506794	0	100888.97	12.100031	76.435577	0.91620213	164.30627	1.5207102e-08
1990-06-03 00:00:00	6.4049916	0	100680.92	10.26626	80.386131	0.78076837	219.76404	2.9070659e-08
1990-06-04 00:00:00	5.2386231	0	100669.27	9.8817383	81.156395	1	101.79335	6.4863925e-08
1990-06-05 00:00:00	5.8504434	0	100334.7	10.100702	79.459457	0.75347184	230.98051	6.028001e-08
1990-06-06 00:00:00	6.5535316	0	100084.36	10.497888	76.226662	0.81011904	210.49625	8.3669671e-08
1990-06-07 00:00:00	6.9270554	0	100616.23	10.078119	68.778	0.80503968	214.26854	2.5557425e-08
1990-06-08 00:00:00	8.2165689	0	101321.17	10.871332	72.024475	0.85928478	191.91713	1.9028686e-08
1990-06-09 00:00:00	5.5197759	0	102062.79	12.342523	74.850655	0.76489954	228.41393	0
1990-06-10 00:00:00	4.1881824	0	102369.05	11.738031	73.522186	0.68310442	258.04669	0
1990-06-11 00:00:00	3.7921956	0	102281.35	12.358636	67.012939	0.65780465	267.34595	0
1990-06-12 00:00:00	2.9437256	0	102346.09	13.120966	69.161804	0.76721041	228.88962	0
1990-06-13 00:00:00	2.7060871	0	102418.21	12.43313	66.980598	0.56828648	294.49637	0
1990-06-14 00:00:00	3.8980029	0	101848.7	12.834589	68.292717	0.76487438	230.63327	0
1990-06-15 00:00:00	4.9523783	0	101572.67	12.715753	72.681786	1	109.13506	2.0890036e-09
1990-06-16 00:00:00	3.7843993	0	101398.89	12.920557	85.265709	1	112.45097	1.0628573e-07
1990-06-17 00:00:00	4.8266625	0	100703.97	13.042474	74.910187	0.70790601	249.84293	8.2559156e-08
1990-06-18 00:00:00	4.3943682	0	100138.15	11.439478	81.406685	0.83494215	202.98859	4.776258e-08
1990-06-19 00:00:00	5.2634053	0	99992.469	10.209314	83.089439	0.87783269	185.98096	1.3609778e-07
1990-06-20 00:00:00	3.9896543	0	99873.633	11.027307	85.575226	0.85542742	194.42018	7.6147335e-08
1990-06-21 00:00:00	3.641	0	99556.836	9.7312256	89.793404	1	42.929222	1.1971514e-07
1990-06-22 00:00:00	4.8883772	0	100165.06	11.480981	77.03894	0.81605001	211.1776	2.8131009e-08
1990-06-23 00:00:00	4.6829543	0	100992.27	11.962976	78.509422	0.77105478	227.6922	1.549039e-08
1990-06-24 00:00:00	5.6523561	0	101026.59	12.429285	85.107178	1	123.2563	1.1931254e-07
1990-06-25 00:00:00	2.5754008	0	101661.23	12.094293	73.500748	0.94290641	156.9982	1.7281571e-08
1990-06-26 00:00:00	2.1399515	0	101441.64	12.442285	91.168816	1	46.657654	1.6587682e-07
1990-06-27 00:00:00	4.1881628	0	101119.11	12.133661	78.150131	0.75044439	234.49274	1.4825302e-08
1990-06-28 00:00:00	4.1213641	0	101184.01	11.218317	77.137466	0.83086021	204.59009	9.7413813e-09
1990-06-29 00:00:00	4.8500013	0	100798.36	11.001489	90.750679	1	52.592697	1.7354975e-07
1990-06-30 00:00:00	4.2180076	0	99944.086	12.65954	95.110924	0.9602987	145.31395	1.8042332e-07
1990-07-01 00:00:00	7.4469872	0	100890.69	10.618677	72.58593	0.79163536	220.25363	6.7293049e-09
1990-07-02 00:00:00	4.277421	0	101334.79	10.308588	69.695663	0.85158361	196.74248	1.8126912e-08
1990-07-03 00:00:00	3.9461229	0	101397.78	10.947717	69.661697	0.89236234	178.83809	3.1981523e-08
1990-07-04 00:00:00	8.6111593	0	99575.562	11.838983	91.914291	1	120.24669	1.2786918e-07
1990-07-05 00:00:00	7.8707008	0	100602.81	11.852289	75.506142	0.76804897	224.87808	1.2553412e-08
1990-07-06 00:00:00	5.7140622	0	101556.84	11.116968	88.908585	1	23.800575	2.5411425e-07
1990-07-07 00:00:00	7.0102444	0	101166.4	14.346674	94.054184	1	77.005287	4.8438164e-08
1990-07-08 00:00:00	8.2522564	0	100956.96	12.378351	82.939888	0.93551063	154.94138	2.9772313e-08
1990-07-09 00:00:00	8.1520376	0	101662.05	11.772119	74.217216	0.7132072	242.18472	1.3335698e-08
1990-07-10 00:00:00	4.5412574	0	102652.56	12.438745	73.27179	0.69889372	245.83037	0
1990-07-11 00:00:00	4.3351841	0	102639.94	14.098505	87.236206	0.94432328	148.1208	1.590067e-08
1990-07-12 00:00:00	1.7503375	0	102467.22	15.133936	83.957512	0.91182555	161.09128	1.0316915e-08
1990-07-13 00:00:00	3.3418727	0	101902.05	18.703149	75.42453	0.73923748	223.05768	0
1990-07-14 00:00:00	5.8826284	0	101181.3	18.662164	67.789604	0.58722714	269.99377	0
1990-07-15 00:00:00	2.9210722	0	101544.84	14.760706	82.889915	1	111.90765	9.1159254e-09
1990-07-16 00:00:00	1.9828005	0	102331.98	14.536279	72.244644	0.59448187	270.05493	0
1990-07-17 00:00:00	1.9877911	0	102550.53	16.23208	72.159798	0.79059541	205.8149	0
1990-07-18 00:00:00	4.4886999	0	102213.68	16.639673	74.969467	0.66139068	245.97116	0
1990-07-19 00:00:00	4.0752444	0	101923.41	17.385187	72.075706	0.71359223	228.90248	0
1990-07-20 00:00:00	2.6697273	0	102228.79	15.675867	77.297218	0.74973957	216.9131	0
1990-07-21 00:00:00	3.1729064	0	102433.39	16.077295	65.484871	0.58532228	267.22382	2.784109e-09
1990-07-22 00:00:00	2.8951163	0	102358.11	16.941949	67.666412	0.69861453	232.27895	0
1990-07-23 00:00:00	2.9255421	0	102203.7	17.851923	69.608658	0.66672798	239.26048	0
1990-07-24 00:00:00	3.1969647	0	101940.02	18.004663	68.714806	0.53968566	271.57864	0
1990-07-25 00:00:00	2.930768	0	101594.07	18.661615	74.324852	0.77355396	201.69391	1.9641989e-09
1990-07-26 00:00:00	4.7955246	0	101184.38	18.647699	54.664646	0.72266474	222.09959	0
1990-07-27 00:00:00	3.7480614	0	100663.62	14.029657	85.904068	1	70.336487	1.0912738e-07
1990-07-28 00:00:00	4.6017885	0	100920.76	13.992761	78.509689	0.84695782	176.79672	4.42815e-08
1990-07-29 00:00:00	8.0771971	0	100547.16	15.686395	89.750351	0.95892616	130.01675	2.1919566e-07
1990-07-30 00:00:00	5.563035	0	101441.48	14.405939	78.940826	0.8241129	182.53714	2.7806271e-08
1990-07-31 00:00:00	5.0739231	0	102033.36	15.052209	70.626701	0.80079471	190.39618	0
1990-08-01 00:00:00	6.0124865	0	101981.52	17.124628	75.850838	0.63276112	236.44371	0
1990-08-02 00:00:00	3.6862941	0	101774.06	17.091119	76.904053	0.69959508	216.38437	0
1990-08-03 00:00:00	3.0813696	0	102070.07	16.692773	80.637589	0.65690735	226.45178	0
1990-08-04 00:00:00	4.4655085	0	102346.55	13.876337	77.401886	0.69887312	217.05722	0
1990-08-05 00:00:00	4.7668166	0	102474.27	13.671228	75.593475	0.67329951	223.3307	0
1990-08-06 00:00:00	3.6411378	0	102650.77	13.019769	73.421768	0.69044138	218.01096	0
1990-08-07 00:00:00	3.0465839	0	102650.66	13.215875	71.782349	0.81436058	178.55737	0
1990-08-08 00:00:00	3.78477	0	102457.42	14.398187	80.04882	0.91839179	139.00636	3.0155429e-09
1990-08-09 00:00:00	4.844532	0	102077.18	14.928644	86.247559	0.90740116	140.76413	2.0429618e-08
1990-08-10 00:00:00	6.1635008	0	101725.41	15.194055	84.728157	0.95311442	123.08204	4.7135414e-08
1990-08-11 00:00:00	5.2923188	0	101369.57	14.095636	86.53714	1	104.20553	2.1837744e-08
1990-08-12 00:00:00	4.7052822	0	100994.5	14.116052	86.903336	0.9193993	133.7514	2.5818565e-08
1990-08-13 00:00:00	3.9551611	0	100922.42	13.37536	85.660637	0.88811016	144.16151	2.611572e-08
1990-08-14 00:00:00	4.3012891	0	100801.8	13.167719	77.683235	0.84647383	156.88013	8.5961452e-08
1990-08-15 00:00:00	7.6963263	0	100041.13	12.812799	89.581024	0.917397	130.82812	1.1160048e-07
1990-08-16 00:00:00	7.6498489	0	101092.9	11.338098	75.966644	0.76014886	181.97092	4.8530837e-08
1990-08-17 00:00:00	4.5607419	0	101556.55	11.840723	84.837257	1	55.242619	1.2792538e-07
1990-08-18 00:00:00	2.5347538	0	101499.97	14.31347	85.33699	0.79348007	165.69974	7.0545728e-08
1990-08-19 00:00:00	4.2030463	0	101048.42	13.752954	90.619453	0.98072304	103.99918	8.2702449e-08
1990-08-20 00:00:00	5.6255455	0	101862.95	13.571039	78.731125	0.92131716	124.65454	1.7109753e-08
1990-08-21 00:00:00	5.2683659	0	102193.16	15.154108	85.920624	0.80854474	156.24323	1.3026024e-08
1990-08-22 00:00:00	2.6661074	0	102363.33	16.678583	91.960083	0.97835366	100.21313	1.4742536e-08
1990-08-23 00:00:00	2.2442484	0	102157.8	17.1112	95.986458	0.99701765	92.32296	3.5400371e-08
1990-08-24 00:00:00	1.7609397	0	101690.38	16.059412	94.824142	0.99840122	91.708679	2.7604574e-08
1990-08-25 00:00:00	2.7856419	0	101723.07	15.936182	88.307617	0.88086382	128.80151	1.4453575e-08
1990-08-26 00:00:00	3.7545853	0	101529.27	15.89541	90.17495	0.93580482	110.6441	4.4439723e-08
1990-08-27 00:00:00	4.715477	0	101135.66	15.663904	85.90712	0.95907567	102.81241	4.4798118e-08
1990-08-28 00:00:00	5.4420786	0	100875.34	14.915155	81.266747	0.71163179	171.19708	7.9822945e-08
1990-08-29 00:00:00	5.7273855	0	100666.73	12.899622	83.284622	0.73056268	166.22049	1.3061283e-07
1990-08-30 00:00:00	6.6434298	0	101272.88	11.104028	84.842606	0.95553099	103.04594	4.8901529e-08
1990-08-31 00:00:00	4.1277852	0	101185.91	13.383386	83.43924	1	71.376244	4.253834e-08
1990-09-01 00:00:00	2.550226	0	101556.32	14.09295	81.73085	0.86307978	126.4401	3.3612448e-09
1990-09-02 00:00:00	5.783865	0	101604.75	14.915063	84.507454	0.8221812	134.92191	2.6512354e-08
1990-09-03 00:00:00	5.4444628	0	101685.64	12.416254	81.817245	0.83102891	132.98679	7.5179196e-08
1990-09-04 00:00:00	4.3512039	0	101714.08	11.434229	78.979134	0.97360234	92.124802	2.8293023e-08
1990-09-05 00:00:00	6.9001737	0	100574.34	12.426721	87.964783	1	61.383492	1.065707e-07
1990-09-06 00:00:00	7.7340002	0	101365.55	10.602594	70.779297	0.86339935	121.84574	1.8899778e-08
1990-09-07 00:00:00	5.1686912	0	102105.05	11.357355	72.863678	0.86037706	120.57336	5.1484112e-09
1990-09-08 00:00:00	2.4116495	0	102555.44	11.726129	72.406036	0.82445376	127.92036	3.3218395e-08
1990-09-09 00:00:00	1.6499602	0	102921.5	11.976038	74.915176	0.71465069	150.64221	0
1990-09-10 00:00:00	1.6393925	0	102757.66	12.93728	72.88102	0.68678731	153.95003	0
1990-09-11 00:00:00	1.2861422	0	102723.42	13.635492	73.621567	0.5856731	167.84346	0
1990-09-12 00:00:00	1.8211083	0	102725.99	12.946283	75.574669	0.75481533	134.4212	0
1990-09-13 00:00:00	2.4997783	0	102439.8	12.339502	77.4702	0.7637917	130.91589	9.8540568e-09
1990-09-14 00:00:00	3.337533	0	102830.66	11.015985	76.48558	0.7206092	138.69395	0
1990-09-15 00:00:00	2.4324427	0	102790.81	10.499902	72.599655	0.70282694	140.89552	0
1990-09-16 00:00:00	2.8791704	0	102256.95	11.304651	78.346771	0.88185684	100.4353	1.1022999e-08
1990-09-17 00:00:00	5.0557137	0	102236.86	10.745233	75.191055	0.91719403	91.208916	0
1990-09-18 00:00:00	8.4239864	0	101625.12	12.996881	83.162491	0.84371971	104.93003	2.520984e-07
1990-09-19 00:00:00	7.4177656	0	101374.64	9.8393799	67.905434	0.64299007	144.40044	7.1463196e-09
1990-09-20 00:00:00	6.3511953	0	100975.77	10.433923	80.973587	1	21.828642	7.2251802e-08
1990-09-21 00:00:00	5.2869511	0	100695.81	9.1447083	74.562019	0.89289542	92.213249	7.5949196e-08
1990-09-22 00:00:00	4.4339709	0	100133.58	9.2494446	91.832481	0.94040817	79.181488	1.1654554e-07
1990-09-23 00:00:00	5.2378793	0	100534.33	8.8595825	80.399063	0.74672621	118.08149	1.9181767e-08
1990-09-24 00:00:00	4.0829434	0	100962.99	8.7771545	80.316696	0.82483336	101.76984	7.311347e-09
1990-09-25 00:00:00	2.7136991	0	101595.88	9.0706726	74.266159	0.73962962	116.12537	1.1626864e-08
1990-09-26 00:00:00	2.4907608	0	102606.29	8.804895	71.525299	0.53820424	144.38367	0
1990-09-27 00:00:00	3.2639515	0	102634.38	9.6868835	76.517494	0.87342204	87.647629	8.2312072e-09
1990-09-28 00:00:00	5.0176539	0	101751.07	12.525873	82.873009	0.90074404	79.457588	0
1990-09-29 00:00:00	2.4006793	0	100598.64	12.661096	92.003349	0.95085258	67.583702	1.0412688e-07
1990-09-30 00:00:00	3.9048023	0	100671.02	10.578333	83.424355	0.91401342	74.913391	5.9660965e-09
1990-10-01 00:00:00	5.2150445	0	101091.21	11.592615	81.033173	1	54.197529	1.2675131e-07
1990-10-02 00:00:00	6.2747793	0	100053.95	12.554987	93.414032	1	35.240238	3.4197557e-07
1990-10-03 00:00:00	6.21385	0	100073.61	8.3615967	79.09494	0.63673242	115.93695	1.003115e-07
1990-10-04 00:00:00	6.8542862	0	101285.03	11.059564	75.191048	1	46.811222	6.3107633e-08
1990-10-05 00:00:00	7.699842	0	101056.92	13.995142	96.973389	1	20.370382	5.0266972e-07
1990-10-06 00:00:00	8.863656	0	100269.69	11.047968	89.89666	0.83655541	79.714638	2.7844956e-07
1990-10-07 00:00:00	5.2912598	0	102149.14	9.0614868	71.736336	0.71029927	98.607513	4.6721698e-09
1990-10-08 00:00:00	4.6394758	0	102433.86	9.5826965	71.07856	0.86695072	72.389748	3.0540518e-09
1990-10-09 00:00:00	6.9650698	0	101689.22	11.966882	88.798302	1	43.781532	5.2844098e-08
1990-10-10 00:00:00	4.5454068	0	101558.06	11.227075	88.579567	0.70392576	90.681084	2.9579352e-07
1990-10-11 00:00:00	5.1763201	0	100737.56	11.335138	92.1017	1	31.296999	2.0633104e-07
1990-10-12 00:00:00	7.4259763	0	100007.62	13.09353	78.76255	0.83014423	71.125221	4.0101586e-09
1990-10-13 00:00:00	8.4941301	0	99635.555	14.122736	73.375626	0.58670416	98.156586	1.9809066e-08
1990-10-14 00:00:00	8.5105762	0	100171.11	10.825769	78.627762	0.55199315	100.52026	7.3931646e-08
1990-10-15 00:00:00	3.1674831	0	99598.234	9.9435669	92.904869	1	27.932217	1.7811454e-07
1990-10-16 00:00:00	3.6215518	0	100345.33	9.800592	76.340012	0.55453427	97.238815	1.484717e-08
1990-10-17 00:00:00	3.8875146	0	100717.44	9.6485229	93.738045	1	17.164198	2.4218424e-07
1990-10-18 00:00:00	4.6729317	0	101002.17	9.7561279	81.591011	0.83349362	63.92947	0
1990-10-19 00:00:00	3.7369971	0	100749.7	10.888879	86.775314	1	36.976814	1.317486e-08
1990-10-20 00:00:00	4.8157678	0	100753.68	11.375604	89.68026	1	33.123844	4.6337955e-08
1990-10-21 00:00:00	6.3878083	0	101193.05	12.191553	84.126495	0.79083141	64.388733	1.2586958e-08
1990-10-22 00:00:00	4.9833732	0	101142.94	11.139642	82.395691	0.75670266	67.202621	2.9930782e-09
1990-10-23 00:00:00	5.3437061	0	100115.27	10.560449	88.309402	1	15.044832	1.846033e-07
1990-10-24 00:00:00	7.6262369	0	99508.055	9.8144165	82.617485	0.60456603	78.819	9.1048161e-08
1990-10-25 00:00:00	5.6812086	0	98993.719	8.8778015	88.390633	0.76729706	62.500801	1.2038494e-07
1990-10-26 00:00:00	2.6959965	0	98550.68	7.1694885	83.490654	0.49267326	84.392586	5.5958379e-08
1990-10-27 00:00:00	5.156363	0	98801.391	7.4594055	89.389145	0.99630998	34.638744	1.3685433e-07
1990-10-28 00:00:00	5.7433476	0	98096.086	6.3104187	80.759666	0.71287468	64.662132	6.3280699e-08
1990-10-29 00:00:00	7.1687479	0	97956.719	6.1692749	81.45974	0.88192353	46.721828	9.3198068e-08
1990-10-30 00:00:00	8.9425335	0	98034	7.7066589	85.129967	0.79342015	54.203972	9.9126009e-08
1990-10-31 00:00:00	7.1257372	0	99523.445	7.5624634	88.230537	0.87697629	44.836178	5.9095117e-08
1990-11-01 00:00:00	5.6281548	0	100452.47	7.4063049	84.928139	0.87408064	44.293823	6.399373e-09
1990-11-02 00:00:00	5.7259421	0	101196.64	6.1218811	80.934906	0.82380435	48.476761	3.1774631e-08
1990-11-03 00:00:00	4.1589313	0	101842.46	5.4507385	72.185371	0.57352725	67.235817	1.3678913e-08
1990-11-04 00:00:00	2.4411016	0	102199.34	4.4492737	78.101982	0.72465811	55.09008	4.5214556e-09
1990-11-05 00:00:00	2.8220367	0	102505.13	4.1274048	81.694923	0.56075321	65.036057	7.3146089e-09
1990-11-06 00:00:00	3.5325232	0	102978	5.2301575	77.905121	0.53865019	63.17532	3.2804662e-09
1990-11-07 00:00:00	5.7076368	0	102519.01	6.5462891	74.336227	0.73857006	49.130184	1.2600013e-08
1990-11-08 00:00:00	7.1140089	0	101600.92	7.8403259	72.196198	0.50177403	62.183113	0
1990-11-09 00:00:00	5.7926288	0	100897.67	9.2485291	87.863579	1	16.684298	3.5145873e-08
1990-11-10 00:00:00	5.1104937	0	100698.05	10.210657	94.176628	0.82992412	38.362373	6.9628724e-08
1990-11-11 00:00:00	3.9731505	0	101210.61	10.762262	93.882652	1	10.217209	1.2299963e-07
1990-11-12 00:00:00	5.7265296	0	101213.04	12.772089	95.823128	1	21.123983	1.4180035e-07
1990-11-13 00:00:00	6.3673692	0	100491.82	11.233362	92.780655	0.88687955	31.767717	2.3208914e-07
1990-11-14 00:00:00	6.4031844	0	101427.04	10.050989	80.757042	0.84401088	34.788551	1.9743027e-08
1990-11-15 00:00:00	5.2597971	0	101882.2	10.971674	89.866913	1	17.717308	8.3496619e-08
1990-11-16 00:00:00	6.2585225	0	101258.66	11.289514	95.793343	1	10.662248	2.4618101e-07
1990-11-17 00:00:00	5.744976	0	101109.6	9.8487183	93.144096	0.98591249	22.330515	2.0045134e-07
1990-11-18 00:00:00	8.1813669	0	101568.02	7.7582642	73.773041	0.84711148	32.532211	1.2308616e-08
1990-11-19 00:00:00	5.8942919	0	100719.1	6.418634	85.36348	1	18.772507	1.4056636e-07
1990-11-20 00:00:00	4.7799439	0	99740.688	4.6828857	82.211441	0.70675477	39.903313	2.3370136e-08
1990-11-21 00:00:00	5.2597475	0	100674.3	4.9006897	79.881798	0.77744143	35.255497	0
1990-11-22 00:00:00	3.1508138	0	101290.12	2.764978	82.474617	0.73202025	37.380421	1.8326546e-08
1990-11-23 00:00:00	6.0793242	0	99354.234	5.5480896	89.033051	1	18.456509	2.8788153e-07
1990-11-24 00:00:00	5.9843578	0	98697.359	4.1007019	84.071602	1	17.053354	4.6670757e-08
1990-11-25 00:00:00	6.5567002	0	99887.82	4.9017578	76.16024	0.75863075	33.98275	1.6159694e-08
1990-11-26 00:00:00	5.0167542	0	101291.6	5.7328125	77.792168	0.62916779	39.507263	0
1990-11-27 00:00:00	2.5024204	0	101924.01	3.7982422	84.36277	0.59242287	40.50787	0
1990-11-28 00:00:00	2.5124376	0	102364.95	0.82589111	82.750412	0.60621803	39.719658	0
1990-11-29 00:00:00	2.2884316	0	102628.7	-0.25400391	85.642395	0.71111172	34.55838	0
1990-11-30 00:00:00	2.7206478	0	102937.59	3.2607666	83.804237	0.86778308	25.641424	0
1990-12-01 00:00:00	2.5700083	0	103432.84	4.0396057	81.222778	0.80295231	28.728653	0
1990-12-02 00:00:00	3.3796115	0	103327.93	5.7943359	75.013458	0.88590093	23.842054	0
