Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-06-12 00:00:00,118.90242,345.97086,12.600854,96.265678,1.4958785,0.0084240063,0
1979-06-13 00:00:00,174.1071,337.00272,11.590631,87.166306,3.9011698,0.0019336727,0
1979-06-14 00:00:00,211.53493,317.93484,10.242181,74.72467,7.1684146,0.00070491125,0
1979-06-15 00:00:00,275.50299,315.94696,11.171136,66.212524,6.037415,0,0
1979-06-16 00:00:00,221.99133,337.65186,12.063867,79.08609,3.5929036,0,0
1979-06-17 00:00:00,265.01883,326.38486,13.119135,78.254608,2.1907976,0,0
1979-06-18 00:00:00,272.2717,332.29913,13.45321,78.049553,3.2722547,0,0
1979-06-19 00:00:00,287.76508,330.41989,14.825372,74.216194,3.5372496,0,0
1979-06-20 00:00:00,156.16612,349.11346,13.249902,82.970955,4.0844502,0.00075886592,0
1979-06-21 00:00:00,150.01807,336.98929,11.107385,82.28437,7.2523227,0.0019424537,0
1979-06-22 00:00:00,101.08714,338.56226,11.469263,76.223236,7.123353,0.0018963095,0
1979-06-23 00:00:00,190.03813,324.27893,10.676599,79.920013,4.1169467,0.0039339604,0
1979-06-24 00:00:00,217.06288,306.71381,9.7337585,79.472328,4.0676785,0.0022731189,0
1979-06-25 00:00:00,232.41008,308.04648,10.335138,67.24102,3.2909734,0.000114489,0
1979-06-26 00:00:00,232.96034,316.40781,11.034296,67.131218,2.5714972,0,0
1979-06-27 00:00:00,83.082054,353.83316,12.790399,85.869827,4.2894001,0.0013349686,0
1979-06-28 00:00:00,143.44196,339.25894,12.721246,86.251602,5.4347844,0.0017190435,0
1979-06-29 00:00:00,184.38362,328.08734,11.294305,70.186798,6.8339648,0.00068542332,0
1979-06-30 00:00:00,261.08621,310.44107,11.268549,67.035217,5.4351287,0,0
1979-07-01 00:00:00,268.39835,317.76904,11.70965,77.355026,4.5996737,0,0
1979-07-02 00:00:00,247.19188,332.177,13.030725,76.423088,3.449162,0,0
1979-07-03 00:00:00,264.75168,334.48331,14.25863,74.674683,1.3632591,0,0
1979-07-04 00:00:00,222.90802,329.96661,13.979761,75.859451,2.6561863,0,0
1979-07-05 00:00:00,235.00911,329.74069,14.025232,76.335793,3.0840673,0,0
1979-07-06 00:00:00,235.68088,337.47086,14.322595,79.577721,5.4536018,0.0018195847,0
1979-07-07 00:00:00,182.06358,346.18878,13.595361,84.15741,4.8283324,0.001005881,0
1979-07-08 00:00:00,84.071762,355.70575,13.945917,91.852798,6.060307,0.0028576361,0
1979-07-09 00:00:00,257.12366,318.28125,12.557123,72.739464,4.4393754,0.0001699316,0
1979-07-10 00:00:00,244.4657,323.01611,12.412042,69.667976,2.4553952,0,0
1979-07-11 00:00:00,155.47961,345.79315,13.896539,80.467072,2.8755417,0.00055260706,0
1979-07-12 00:00:00,220.35312,344.92355,14.164545,81.602043,3.6120565,0.00055435579,0
1979-07-13 00:00:00,221.56331,332.86707,13.119928,74.645927,3.9171996,0.00025780627,0
1979-07-14 00:00:00,118.63327,334.0986,13.055231,79.085953,2.7386625,0.0011065088,0
1979-07-15 00:00:00,289.11533,318.42029,13.498865,75.939064,2.4115691,0,0
1979-07-16 00:00:00,115.63435,359.21982,14.621942,87.42675,4.8925233,0.0016048936,0
1979-07-17 00:00:00,97.291946,366.58069,14.969019,93.586586,5.6167912,0.003080924,0
1979-07-18 00:00:00,178.13559,338.82748,12.498132,76.48642,5.5734606,0.00051508464,0
1979-07-19 00:00:00,212.45763,334.83707,12.554315,75.65992,5.046329,0.00015418403,0
1979-07-20 00:00:00,122.13026,338.95697,11.580408,80.963348,5.2970033,0.00065371112,0
1979-07-21 00:00:00,181.07928,324.83731,11.381433,72.41011,5.9050355,0.0011385301,0
1979-07-22 00:00:00,214.82393,321.9534,12.279199,68.369087,3.5631588,0.00084813272,0
1979-07-23 00:00:00,175.7083,352.99249,13.883722,87.595245,4.480423,0.0015398312,0
1979-07-24 00:00:00,104.95145,355.83047,13.514703,90.984734,4.3610706,0.0035449915,0
1979-07-25 00:00:00,164.3217,347.42853,14.225153,91.166367,4.1272588,0.0055352729,0
1979-07-26 00:00:00,162.94193,354.38266,14.807458,83.672501,2.7818544,0.0011021643,0
1979-07-27 00:00:00,146.98715,365.72794,15.646906,86.117599,3.729408,0.002253351,0
1979-07-28 00:00:00,145.78185,371.78644,15.59115,94.917747,5.1821547,0.0078034875,0
1979-07-29 00:00:00,155.32497,362.42078,14.777094,90.062363,3.7422321,0.0054342915,0
