par_id,rmse,nse,r,bias,mae,nmae
p01,2.89411792116798,0.517488000805211,0.884773455317652,-2.06750160025378,2.3188547818905,0.275809324429945
p02,1.92335740679198,0.786894007871928,0.939341540046655,-1.09980295291081,1.70767455224894,0.218890669451674
p03,1.54298745096577,0.862848531868598,0.962347941428109,-0.890538046248012,1.22535468542124,0.16544232558893
p04,2.16609808342505,0.729708798339211,0.931189808958932,-1.42108431138138,1.93292323848679,0.243616485035735
p05,2.51380798386831,0.635967737119245,0.930734782988377,-1.98116882361164,2.2972918923945,0.280835970321076
