par_id,rmse,nse,r,bias,mae,nmae
p01,5.13645507839508,-0.520570903244095,0.614843124648109,-3.79413407177847,3.98298846777064,0.386531691229501
p02,2.7509396679181,0.563844032545785,0.95070004669741,-2.42105266677894,2.55058732062055,0.323886651337812
p03,1.3466625606759,0.89548051534857,0.977365780417548,-0.967773127122519,1.11114889959803,0.152123341189236
p04,1.97040424365647,0.776235928519923,0.973727563452759,-1.72304588082206,1.73593346928695,0.227293102349906
p05,3.82184025972111,0.15816931996634,0.761733671894964,-2.63081352276939,2.96870963121725,0.289534495366008
