par_id,rmse,nse,r,bias,mae,nmae
p01,3.8001924609442,0.309217172275313,0.855421838899079,-2.953226701782,2.953755945813,0.278899441683026
p02,3.31794920069946,0.473413387528066,0.825382330609948,-2.07675058233215,2.15235497868205,0.186835367927586
p03,2.73723401601226,0.641611384453163,0.841557149045686,-0.929700389775785,1.70785398356013,0.141285582577142
p04,4.26645686530848,0.129306971517357,0.676970509619134,-1.45901292518222,2.96441237639934,0.249924175818937
p05,3.04847224209137,0.555476383920096,0.954942056785751,-2.63326311621526,2.63372605853702,0.266045492515033
