722816	2.904377	0.65116974	-4.1522278	65.230865	1021.9605	2.720439	0
722817	2.6743525	0.71727655	-0.27069702	66.770729	1023.8582	3.5687692	0
722818	1.2488994	1	2.9508301	78.093124	1007.6343	6.63169	10.804987
722819	1.7226206	0.94254767	0.84273682	75.784813	1008.6803	4.3812633	1.6310389
722820	1.8381046	0.92453507	-0.48062744	77.45079	1022.8302	3.4959028	1.1102349
722821	0.81974095	1	6.3593384	89.91674	1019.3861	5.4756942	9.1096801
722822	1.7944265	0.93312524	6.0664612	86.379211	1019.4022	4.9312649	4.6442453
722823	2.0567103	0.89059429	2.8106323	84.332817	1016.4175	4.9834738	4.0769682
722824	2.4483652	0.81747136	1.8937317	79.810837	1007.2415	5.8111439	25.740667
722825	2.120017	0.89199426	1.8358704	80.83548	988.40953	8.04422	11.201463
722826	2.8459246	0.74645523	2.3907715	75.986176	997.29117	5.6674252	1.7212895
722827	3.0612163	0.71066373	1.6517578	69.284958	1008.49	2.5232008	0
722828	1.9882357	0.93611834	0.12679443	82.630859	1015.5253	4.3691883	10.477886
722829	1.1781385	1	7.6468445	93.777901	1013.9752	5.4475045	9.3834742
722830	1.4349305	1	7.6481567	89.48027	1020.7961	5.2904572	1.3487118
722831	1.9413939	0.95491861	5.196344	87.62384	1026.3645	3.7217107	5.9356051
722832	3.4454782	0.68482895	0.44109497	75.405937	1028.0635	3.9206474	0
722833	1.7156021	1	1.6123901	77.431015	1018.278	7.4844308	0
722834	2.697032	0.85569238	0.41161499	71.653091	1008.28	7.1132183	0.33441872
722835	1.6850566	1	1.5006653	90.523903	1002.0729	2.9792352	13.177222
722836	3.0897235	0.79702283	3.3461853	83.659004	1014.6739	4.7768965	0
722837	1.186012	1	1.4254395	86.053879	1016.013	5.3022079	3.5131571
722838	3.3167631	0.78115533	1.3718506	83.735741	1016.0398	3.1952417	0.86826776
722839	2.9469986	0.85300833	2.4361206	81.342453	1011.9805	3.584038	2.8014474
722840	3.6911834	0.73708349	1.8019653	82.631531	997.38797	4.5379682	0.65302158
722841	3.194683	0.83368116	1.0956665	83.121902	996.74398	4.1369038	2.3472021
722842	4.1674971	0.68132957	0.2317749	78.142776	997.47664	3.6634343	4.2875541
722843	3.1247747	0.86087934	2.370874	87.800598	980.22023	6.610415	7.7648096
722844	2.6204204	0.94037731	2.3964478	85.40477	985.93344	5.8613334	0
722845	3.5808279	0.81415407	3.5048462	79.179749	1007.2519	4.9882898	0.75569403
722846	2.5490591	0.96338361	4.8405396	71.700706	1007.4967	4.60567	10.043973
722847	1.8446417	1	2.8338257	85.623451	990.36391	6.4079819	10.4585
722848	6.1158059	0.39543374	-0.38849487	64.701202	1003.6417	2.8552291	0
722849	4.6892431	0.70121176	1.7955566	72.255928	1005.3964	3.4392817	0
722850	1.0212406	1	2.2605225	85.461441	993.16414	5.9413691	5.5301362
722851	3.82828	0.8576708	2.5689026	82.691315	998.88477	5.306067	0
722852	1.5435759	1	4.1333557	84.592209	999.87531	6.5865102	2.1145925
722853	3.4740731	0.91847853	2.0642639	78.753159	996.33602	5.8337355	1.6412171
722854	4.5413964	0.80952711	0.67794189	72.906883	1001.6063	8.1125126	6.3438992
722855	2.1295851	1	2.2724243	87.097595	995.26469	7.8404307	1.4359055
722856	1.3969766	1	0.90297852	81.678566	991.24313	8.89112	4.6011556
722857	3.8519936	0.91254832	1.7038208	78.722237	990.01727	7.4451509	0
722858	2.0824122	1	1.422998	81.610229	984.54773	6.4196253	0.52495543
722859	2.8889061	1	2.4079224	83.94278	982.36328	5.3723927	0
722860	4.5444738	0.87209142	0.31957397	77.820763	999.905	6.8351545	1.5427213
722861	7.9390909	0.47979634	-3.331366	51.4175	1021.2384	5.2015872	0
722862	6.0497007	0.74477951	-1.5749268	63.493614	1023.9933	4.6894031	0
722863	2.0125268	1	1.3045288	78.651695	1013.9116	6.6643252	5.9251313
722864	3.2279054	1	5.853418	90.105682	1007.6402	5.8972921	6.049971
722865	6.1273329	0.75936723	4.5385071	85.153694	1016.2657	5.7128987	1.9770891
722866	3.9620773	0.961482	6.956842	82.824654	1015.0009	8.5847845	0.98582371
722867	3.167339	1	5.3425537	86.098999	1018.5687	4.1924014	10.095561
722868	7.3925809	0.67336553	4.1279236	72.071434	1029.5283	4.3311324	2.012093
722869	8.2897403	0.59000075	3.2407776	71.22892	1037.1275	2.0452054	0
722870	5.5789719	0.86644327	3.4566284	74.054314	1037.0059	5.0445337	0
722871	5.0052229	0.91732815	5.7058044	71.159645	1035.003	6.0300889	0
722872	5.27709	0.89999371	6.4055725	83.502068	1028.571	6.9311471	0.98161432
722873	1.647744	1	4.8779541	90.564011	1009.715	6.839447	15.275439
722874	7.5783206	0.74126868	0.91918335	79.225945	1001.1106	5.6398163	3.5411552
722875	4.3684827	0.98670899	4.7412048	77.494492	1006.5233	7.0707216	5.3652369
722876	3.2517156	1	8.188562	90.50106	1006.8775	8.8838625	8.7941964
722877	7.9459444	0.7392568	5.7080322	74.959633	1011.8431	6.8364091	4.0993551
722878	8.5738665	0.70582239	4.7283875	60.936386	1021.168	6.8304515	0.60134008
722879	5.7779967	0.92415607	5.6136719	75.738655	1016.8909	7.8936872	1.297731
722880	5.0787201	0.97403074	4.2293945	81.106407	996.82203	8.2086582	17.9391
722881	9.039304	0.71854177	3.4840027	69.403961	1006.4366	5.8905425	0.57235831
722882	1.8393163	1	6.0704895	86.380173	1003.535	9.32411	20.739155
722883	6.7954893	0.89131256	3.2000366	78.582039	997.39602	9.7715464	6.6041233
722884	4.1183698	1	5.6090332	87.706802	998.51859	5.8493443	15.121336
722885	8.9142431	0.7655275	6.725061	78.704613	999.17164	8.4825401	5.9922905
722886	8.9224091	0.78445343	5.0818726	61.542645	1008.3236	6.7324471	0
722887	8.5643539	0.81503337	4.0560547	72.665108	1009.9799	4.0967946	1.2419159
722888	10.227854	0.71782046	3.455072	68.854866	1014.5241	5.6915927	0.68838415
722889	10.627481	0.70289362	1.9633423	73.332687	1010.4477	4.6753139	0.30559064
722890	7.1585965	0.92152219	1.0803162	67.89003	1007.0514	5.6876163	0.51910881
722891	6.1806672	0.97629168	0.98824463	66.554077	1003.0416	7.1248741	0.23987754
722892	8.3377279	0.87203434	0.9117981	68.755707	1001.5798	6.7624063	0.80012461
722893	9.5136979	0.81273794	2.5570313	69.924164	1001.7301	4.2485924	0
722894	8.3420218	0.88220063	2.2373901	76.921562	993.72359	3.8564467	5.2373496
722895	12.287266	0.66474301	1.6452271	66.220215	996.4657	4.0226512	0.57757471
722896	11.467622	0.72574783	1.5043884	73.798576	1004.7245	2.9400187	2.1374293
722897	13.041173	0.6388753	2.9653259	59.046104	1013.7034	2.5679436	0
722898	1.4455858	1	5.4368835	87.686203	998.00656	6.090003	24.375582
722899	5.1327784	1	6.2219788	94.640213	981.08234	5.6048474	5.7454853
722900	6.5092485	0.99494996	4.0821167	80.548347	989.43992	7.152812	5.2681833
722901	7.8636439	0.94067632	3.9517151	81.504562	982.80422	7.2352514	8.62903
722902	11.392624	0.77979353	3.4892822	75.92205	1000.0496	8.3833227	3.0845962
722903	13.113042	0.69791279	3.6737	64.686119	1015.4717	9.2199135	1.4235579
722904	7.1806487	0.98234716	4.9135071	76.597702	1020.374	4.7938614	1.50684
722905	9.1831707	0.90090887	5.4837891	80.837128	1014.9295	5.9548178	2.2631289
722906	10.242965	0.86602296	4.3383728	79.651329	1008.3712	5.5615683	3.4200343
722907	12.990467	0.74541962	2.7136169	80.382599	1001.9161	4.3970041	3.6421461
722908	14.483549	0.67975862	2.6042114	70.35878	1001.8133	3.5948555	0.66422565
722909	14.050642	0.71042726	3.7056213	70.663521	1005.1741	4.0232763	0
722910	13.453139	0.74666891	4.3695618	74.513046	1011.1101	4.0577388	1.673006
722911	11.789226	0.82742909	4.5325562	84.628456	1013.0542	2.7805526	3.4737647
722912	12.353435	0.80999296	4.2402588	82.86158	1009.4242	5.5374913	3.8026782
722913	9.1513415	0.94466645	3.6944824	86.518997	1008.4184	5.0499802	4.4508481
722914	14.318012	0.73570202	4.2085205	79.901649	1005.4017	3.057878	1.4813916
722915	7.9456115	0.99572354	4.0063721	80.617966	997.58148	4.5434861	3.8716742
722916	10.749216	0.89416663	6.4731995	84.857735	993.25328	3.5031559	5.5163595
722917	6.1001398	1	7.014032	94.410294	989.98672	3.9600642	8.8970078
722918	14.669026	0.74683469	7.4564148	69.233681	1004.5291	3.669682	1.0256706
722919	6.2433459	1	6.8192993	85.684372	1013.1366	4.6619644	9.0498264
722920	18.92663	0.54660166	7.6086365	68.934433	1025.4851	2.5137806	0
722921	16.454144	0.6853274	8.3360535	68.214951	1028.0598	2.686965	0
722922	14.072408	0.79024818	8.3459717	83.272964	1028.377	2.6689119	0.13625006
722923	13.417827	0.82050203	8.4202209	86.668053	1028.0738	3.3331742	0.88945812
722924	4.904026	1	8.0296875	91.848236	1021.5975	5.9553323	6.5733619
722925	14.465419	0.79520188	7.7327209	73.652939	1021.2542	5.4605112	0.65246735
