time	hurs	huss	pr	prsn	ps	psl	rlds	rsds	sfcWind	tas	tasmax	tasmin	uas	vas
2010-01-18	97.905143737793	0.00209115562029183	1.15077693862986e-06	1.15077693862986e-06	96469.1796875	102396.8984375	254.772796630859	9.93959140777588	1.42358601093292	265.826202392578	266.873779296875	264.960906982422	-1.34478843212128	0.291909664869308
2010-01-19	96.1848373413086	0.00172847113572061	0	0	97026.546875	103035.390625	239.611709594727	16.4715957641602	1.16815686225891	263.826965332031	266.919219970703	261.210388183594	0.474285811185837	-0.838720262050629
2010-01-20	95.8087768554688	0.00171922286972404	5.82555230721482e-06	5.82555230721482e-06	97266.671875	103290.6015625	256.573181152344	9.95071220397949	2.20648741722107	263.821502685547	266.4482421875	261.334716796875	-1.0132075548172	-1.56658959388733
2010-01-21	98.6792449951172	0.00207858742214739	9.4934976004879e-06	8.72727196110645e-06	97423.859375	103411.328125	261.541595458984	8.77089214324951	2.32269215583801	265.779449462891	266.880706787109	264.916412353516	-2.42438149452209	0.0655330196022987
2010-01-22	98.29736328125	0.00191934918984771	3.03563228953863e-06	3.03563228953863e-06	97579.40625	103596.390625	254.705474853516	14.3501529693604	1.66076898574829	264.924682617188	266.198577880859	263.707763671875	-2.05806827545166	0.238470792770386
2010-01-23	99.4832000732422	0.00196405104361475	2.08214601116197e-06	2.08214601116197e-06	97620.5703125	103636.3515625	257.854461669922	10.6242389678955	1.38187873363495	265.082641601562	265.435028076172	264.629302978516	-1.24947798252106	0.219717964529991
2010-01-24	97.4773712158203	0.00174525775946677	0	0	97697.75	103745.203125	248.579193115234	13.8300170898438	0.823451399803162	263.940795898438	265.540405273438	261.893646240234	-0.0732543468475342	0.726894676685333
2010-01-25	94.1537094116211	0.00145498441997916	0	0	97897.75	103997.171875	228.262924194336	25.1097450256348	1.41368615627289	262.293273925781	266.330108642578	259.693511962891	1.43383932113647	-0.677061080932617
2010-01-26	85.9660797119141	0.00118026963900775	3.28015880768362e-06	2.44588181885774e-06	97929.9296875	104064.3984375	237.81396484375	19.5576877593994	1.73191773891449	260.9609375	265.672821044922	256.436431884766	1.75353825092316	-0.160754084587097
2010-01-27	79.947380065918	0.0021150279790163	0	0	94901.734375	100696.3828125	235.117401123047	16.7119102478027	2.80146312713623	267.575866699219	274.13671875	262.015258789062	2.2760956287384	-0.391830116510391
2010-01-28	74.8112945556641	0.00173512182664126	6.10674590006965e-07	6.10674590006965e-07	93376.890625	99100.6953125	222.825897216797	29.1839942932129	2.99459171295166	266.468566894531	270.330535888672	262.529998779297	2.33281469345093	-3.0858371257782
2010-01-29	97.591064453125	0.00172408763319254	3.68285827789805e-06	3.68285827789805e-06	93042.1484375	98817.453125	247.807678222656	15.107081413269	1.25660538673401	263.233612060547	264.408477783203	260.604827880859	-0.517105638980865	0.0504054538905621
2010-01-30	97.6581497192383	0.00119429361075163	2.68680992121517e-06	2.68680992121517e-06	93267.5546875	99151.0859375	240.021438598633	14.7691497802734	1.5377801656723	259.142028808594	262.187896728516	257.308410644531	-0.802681624889374	1.56978726387024
2010-01-31	97.356201171875	0.00107136717997491	5.23635299032321e-06	5.23635299032321e-06	93746.59375	99684.6796875	240.906707763672	12.9897451400757	1.26412773132324	258.107421875	259.087707519531	256.751495361328	-1.03011667728424	0.627849340438843
2010-02-01	86.5198974609375	0.000646882632281631	3.08568041873514e-06	3.08568041873514e-06	94444.890625	100529.1328125	216.22038269043	39.4838485717773	1.69368612766266	253.935440063477	258.223205566406	250.640731811523	0.935604751110077	-1.15152108669281
2010-02-02	89.2742691040039	0.000796703854575753	2.3241933376994e-05	2.3241933376994e-05	94141.890625	100169.265625	238.250305175781	18.7496929168701	1.94704151153564	255.477264404297	259.781219482422	251.652847290039	0.358511745929718	-1.96863412857056
2010-02-03	87.8180313110352	0.00153211213182658	2.82470900856424e-05	2.82470900856424e-05	94182.984375	100031.3203125	251.684265136719	11.1655349731445	2.49451184272766	263.1396484375	265.855255126953	259.548828125	-0.555798530578613	-3.30836486816406
2010-02-04	90.2751007080078	0.00183426903095096	2.54040264735522e-06	2.54040264735522e-06	95437.65625	101316.5859375	247.425262451172	30.7409725189209	1.26503145694733	265.186340332031	266.709564208984	263.952026367188	-0.176130741834641	-0.322726607322693
2010-02-05	97.7905578613281	0.00200390629470348	2.03537001652876e-06	2.03537001652876e-06	96140.5078125	102060.375	259.047058105469	14.1761512756348	1.65055251121521	265.291015625	266.817413330078	264.040588378906	-0.852444112300873	1.75525689125061
2010-02-06	98.237907409668	0.00239885761402547	0	0	96671.84375	102575.765625	254.323959350586	16.4102344512939	1.16558527946472	267.410308837891	268.903747558594	266.312805175781	0.0176384393125772	-0.825024902820587
2010-02-07	91.2394180297852	0.00173679739236832	0	0	96792.234375	102770.34375	223.492156982422	50.9783973693848	1.7088770866394	264.530609130859	268.976928710938	260.402496337891	1.69834244251251	-1.70712399482727
2010-02-08	87.9456176757812	0.00132160808425397	0	0	95769.6953125	101747.859375	217.290267944336	49.3369522094727	2.2856457233429	261.828033447266	266.356964111328	258.843566894531	2.3285493850708	-1.77560091018677
2010-02-09	85.6446228027344	0.00145116716157645	7.35631329007447e-06	7.35631329007447e-06	95414.6015625	101340.546875	231.994216918945	39.6154899597168	2.67249345779419	263.089569091797	265.953247070312	260.506622314453	-0.141398534178734	-2.96897888183594
2010-02-10	85.2012481689453	0.00118851359002292	0	0	96200.9765625	102224.28125	218.140121459961	58.8312606811523	1.70456862449646	261.038604736328	264.547973632812	258.428833007812	1.43932342529297	-0.94045102596283
2010-02-11	91.0386962890625	0.00146172079257667	0	0	96134	102120.625	226.284561157227	54.4366264343262	1.94040656089783	262.439331054688	267.651489257812	257.969818115234	2.01047539710999	-1.4533566236496
2010-02-12	89.6557159423828	0.00154632492922246	0	0	96829.078125	102833.96875	218.450729370117	62.6041679382324	1.72405016422272	263.485443115234	268.219085693359	260.235504150391	0.681358873844147	-1.78992283344269
2010-02-13	87.8356018066406	0.00151896569877863	0	0	96463.6875	102445.703125	219.938201904297	67.0543823242188	2.02440667152405	263.521118164062	269.6630859375	259.758453369141	1.48999989032745	-2.22249102592468
2010-02-14	89.4355545043945	0.00204817368648946	0	0	96037.546875	101925.6640625	246.43994140625	52.8489990234375	1.00842750072479	266.442596435547	271.304748535156	262.517669677734	0.716598868370056	-0.569064497947693
2010-02-15	96.8109817504883	0.00217077904380858	3.32675676872896e-06	3.32675676872896e-06	95306.0390625	101152.3671875	267.201690673828	27.2538547515869	1.64647579193115	266.267150878906	267.587432861328	264.671539306641	-0.423724710941315	0.697355628013611
2010-02-16	96.9248962402344	0.002067158697173	1.86007600859739e-05	1.86007600859739e-05	94970.7265625	100810.421875	266.911865234375	19.4801025390625	1.82763564586639	265.646606445312	266.06982421875	265.085388183594	-1.49849379062653	0.343916296958923
2010-02-17	97.6992492675781	0.00211992394179106	2.2910644474905e-05	2.2910644474905e-05	94889.015625	100719.140625	264.39990234375	26.9818687438965	1.83125722408295	265.847534179688	266.700134277344	264.872802734375	-1.95341467857361	1.09805750846863
2010-02-18	95.5165405273438	0.0017256144201383	4.01870638597757e-05	4.01870638597757e-05	94657.203125	100521.578125	259.388214111328	29.5970726013184	1.94136166572571	263.713409423828	264.591125488281	262.649169921875	-2.49267792701721	-0.630425155162811
